sep=;
"07/27/2024 07.15 AM";"111";"111";"-";"-"
"07/27/2024 07.30 AM";"66";"66";"-";"-"
"07/27/2024 07.45 AM";"30";"30";"-";"-"
"07/27/2024 08.00 AM";"75";"75";"-";"-"
"07/27/2024 08.15 AM";"113";"113";"-";"-"
"07/27/2024 08.30 AM";"64";"64";"-";"-"
"07/27/2024 08.45 AM";"30";"30";"-";"-"
"07/27/2024 09.00 AM";"79";"79";"-";"-"
"07/27/2024 09.15 AM";"62";"62";"-";"-"
"07/27/2024 09.30 AM";"30";"30";"-";"-"
"07/27/2024 09.45 AM";"79";"79";"-";"-"
"07/27/2024 10.00 AM";"61";"61";"-";"-"
"07/27/2024 10.15 AM";"30";"30";"-";"-"
"07/27/2024 10.30 AM";"81";"81";"-";"-"
"07/27/2024 10.45 AM";"60";"60";"-";"-"
"07/27/2024 11.00 AM";"30";"30";"-";"-"
"07/27/2024 11.15 AM";"83";"83";"-";"-"
"07/27/2024 11.30 AM";"58";"58";"-";"-"
"07/27/2024 11.45 AM";"30";"30";"-";"-"
"07/27/2024 12.00 PM";"85";"85";"-";"-"
"07/27/2024 12.15 PM";"57";"57";"-";"-"
"07/27/2024 12.30 PM";"30";"30";"-";"-"
"07/27/2024 12.45 PM";"87";"87";"-";"-"
"07/27/2024 01.00 PM";"56";"56";"-";"-"
"07/27/2024 01.15 PM";"30";"30";"-";"-"
"07/27/2024 01.30 PM";"89";"89";"-";"-"
"07/27/2024 01.45 PM";"55";"55";"-";"-"
"07/27/2024 02.00 PM";"30";"30";"-";"-"
"07/27/2024 02.15 PM";"91";"91";"-";"-"
"07/27/2024 02.30 PM";"53";"53";"-";"-"
"07/27/2024 02.45 PM";"30";"30";"-";"-"
"07/27/2024 03.00 PM";"92";"92";"-";"-"
"07/27/2024 03.15 PM";"52";"52";"-";"-"
"07/27/2024 03.30 PM";"30";"30";"-";"-"
"07/27/2024 03.45 PM";"93";"93";"-";"-"
"07/27/2024 04.00 PM";"50";"50";"-";"-"
"07/27/2024 04.15 PM";"30";"30";"-";"-"
"07/27/2024 04.30 PM";"94";"94";"-";"-"
"07/27/2024 04.45 PM";"49";"49";"-";"-"
"07/27/2024 05.00 PM";"30";"30";"-";"-"
"07/27/2024 05.15 PM";"95";"95";"-";"-"
"07/27/2024 05.30 PM";"47";"47";"-";"-"
"07/27/2024 05.45 PM";"30";"30";"-";"-"
"07/27/2024 06.00 PM";"97";"97";"-";"-"
"07/27/2024 06.15 PM";"46";"46";"-";"-"
"07/27/2024 06.30 PM";"30";"30";"-";"-"
"07/27/2024 06.45 PM";"98";"98";"-";"-"
"07/27/2024 07.00 PM";"44";"44";"-";"-"
"07/27/2024 07.15 PM";"30";"30";"-";"-"
"07/27/2024 07.30 PM";"99";"99";"-";"-"
"07/27/2024 07.45 PM";"43";"43";"-";"-"
"07/27/2024 08.00 PM";"30";"30";"-";"-"
"07/27/2024 08.15 PM";"100";"100";"-";"-"
"07/27/2024 08.30 PM";"41";"41";"-";"-"
"07/27/2024 08.45 PM";"30";"30";"-";"-"
"07/27/2024 09.00 PM";"101";"101";"-";"-"
"07/27/2024 09.15 PM";"40";"40";"-";"-"
"07/27/2024 09.30 PM";"30";"30";"-";"-"
"07/27/2024 09.45 PM";"102";"102";"-";"-"
"07/27/2024 10.00 PM";"38";"38";"-";"-"
"07/27/2024 10.15 PM";"30";"30";"-";"-"
"07/27/2024 10.30 PM";"103";"103";"-";"-"
"07/27/2024 10.45 PM";"37";"37";"-";"-"
"07/27/2024 11.00 PM";"31";"31";"-";"-"
"07/27/2024 11.15 PM";"105";"105";"-";"-"
"07/27/2024 11.30 PM";"36";"36";"-";"-"
"07/27/2024 11.45 PM";"31";"31";"-";"-"
"07/28/2024 12.00 AM";"107";"107";"-";"-"
"07/28/2024 12.15 AM";"34";"34";"-";"-"
"07/28/2024 12.30 AM";"31";"31";"-";"-"
"07/28/2024 12.45 AM";"108";"108";"-";"-"
"07/28/2024 01.00 AM";"115";"115";"-";"-"
"07/28/2024 01.15 AM";"32";"32";"-";"-"
"07/28/2024 01.30 AM";"31";"31";"-";"-"
"07/28/2024 01.45 AM";"110";"110";"-";"-"
"07/28/2024 02.00 AM";"114";"114";"-";"-"
"07/28/2024 02.15 AM";"30";"30";"-";"-"
"07/28/2024 02.30 AM";"31";"31";"-";"-"
"07/28/2024 02.45 AM";"110";"110";"-";"-"
"07/28/2024 03.00 AM";"111";"111";"-";"-"
"07/28/2024 03.15 AM";"31";"31";"-";"-"
"07/28/2024 03.30 AM";"32";"32";"-";"-"
"07/28/2024 03.45 AM";"110";"110";"-";"-"
"07/28/2024 04.00 AM";"109";"109";"-";"-"
"07/28/2024 04.15 AM";"30";"30";"-";"-"
"07/28/2024 04.30 AM";"34";"34";"-";"-"
"07/28/2024 04.45 AM";"110";"110";"-";"-"
"07/28/2024 05.00 AM";"107";"107";"-";"-"
"07/28/2024 05.15 AM";"30";"30";"-";"-"
"07/28/2024 05.30 AM";"36";"36";"-";"-"
"07/28/2024 05.45 AM";"111";"111";"-";"-"
"07/28/2024 06.00 AM";"106";"106";"-";"-"
"07/28/2024 06.15 AM";"30";"30";"-";"-"
"07/28/2024 06.30 AM";"38";"38";"-";"-"
"07/28/2024 06.45 AM";"110";"110";"-";"-"
"07/28/2024 07.00 AM";"103";"103";"-";"-"
"07/28/2024 07.15 AM";"30";"30";"-";"-"
"07/28/2024 07.30 AM";"40";"40";"-";"-"
"07/28/2024 07.45 AM";"110";"110";"-";"-"
"07/28/2024 08.00 AM";"101";"101";"-";"-"
"07/28/2024 08.15 AM";"30";"30";"-";"-"
"07/28/2024 08.30 AM";"41";"41";"-";"-"
"07/28/2024 08.45 AM";"131";"131";"-";"-"
"07/28/2024 09.00 AM";"1,193";"1,193";"-";"-"
"07/28/2024 09.15 AM";"93";"93";"-";"-"
"07/28/2024 09.30 AM";"108";"108";"-";"-"
"07/28/2024 09.45 AM";"178";"178";"-";"-"
"07/28/2024 10.00 AM";"164";"164";"-";"-"
"07/28/2024 10.15 AM";"97";"97";"-";"-"
"07/28/2024 10.30 AM";"99";"99";"-";"-"
"07/28/2024 10.45 AM";"1,041";"1,041";"-";"-"
"07/28/2024 11.00 AM";"1,302";"1,302";"-";"-"
"07/28/2024 11.15 AM";"51";"51";"-";"-"
"07/28/2024 11.30 AM";"97";"97";"-";"-"
"07/28/2024 11.45 AM";"33";"33";"-";"-"
"07/28/2024 12.00 PM";"50";"50";"-";"-"
"07/28/2024 12.15 PM";"93";"93";"-";"-"
"07/28/2024 12.30 PM";"30";"30";"-";"-"
"07/28/2024 12.45 PM";"50";"50";"-";"-"
"07/28/2024 01.00 PM";"92";"92";"-";"-"
"07/28/2024 01.15 PM";"30";"30";"-";"-"
"07/28/2024 01.30 PM";"52";"52";"-";"-"
"07/28/2024 01.45 PM";"91";"91";"-";"-"
"07/28/2024 02.00 PM";"30";"30";"-";"-"
"07/28/2024 02.15 PM";"53";"53";"-";"-"
"07/28/2024 02.30 PM";"90";"90";"-";"-"
"07/28/2024 02.45 PM";"30";"30";"-";"-"
"07/28/2024 03.00 PM";"54";"54";"-";"-"
"07/28/2024 03.15 PM";"88";"88";"-";"-"
"07/28/2024 03.30 PM";"30";"30";"-";"-"
"07/28/2024 03.45 PM";"56";"56";"-";"-"
"07/28/2024 04.00 PM";"86";"86";"-";"-"
"07/28/2024 04.15 PM";"30";"30";"-";"-"
"07/28/2024 04.30 PM";"57";"57";"-";"-"
"07/28/2024 04.45 PM";"85";"85";"-";"-"
"07/28/2024 05.00 PM";"30";"30";"-";"-"
"07/28/2024 05.15 PM";"58";"58";"-";"-"
"07/28/2024 05.30 PM";"83";"83";"-";"-"
"07/28/2024 05.45 PM";"30";"30";"-";"-"
"07/28/2024 06.00 PM";"59";"59";"-";"-"
"07/28/2024 06.15 PM";"80";"80";"-";"-"
"07/28/2024 06.30 PM";"30";"30";"-";"-"
"07/28/2024 06.45 PM";"61";"61";"-";"-"
"07/28/2024 07.00 PM";"80";"80";"-";"-"
"07/28/2024 07.15 PM";"30";"30";"-";"-"
"07/28/2024 07.30 PM";"61";"61";"-";"-"
"07/28/2024 07.45 PM";"79";"79";"-";"-"
"07/28/2024 08.00 PM";"30";"30";"-";"-"
"07/28/2024 08.15 PM";"63";"63";"-";"-"
"07/28/2024 08.30 PM";"77";"77";"-";"-"
"07/28/2024 08.45 PM";"30";"30";"-";"-"
"07/28/2024 09.00 PM";"64";"64";"-";"-"
"07/28/2024 09.15 PM";"111";"111";"-";"-"
"07/28/2024 09.30 PM";"76";"76";"-";"-"
"07/28/2024 09.45 PM";"30";"30";"-";"-"
"07/28/2024 10.00 PM";"67";"67";"-";"-"
"07/28/2024 10.15 PM";"113";"113";"-";"-"
"07/28/2024 10.30 PM";"74";"74";"-";"-"
"07/28/2024 10.45 PM";"30";"30";"-";"-"
"07/28/2024 11.00 PM";"68";"68";"-";"-"
"07/28/2024 11.15 PM";"112";"112";"-";"-"
"07/28/2024 11.30 PM";"72";"72";"-";"-"
"07/28/2024 11.45 PM";"30";"30";"-";"-"
"07/29/2024 12.00 AM";"70";"70";"-";"-"
"07/29/2024 12.15 AM";"113";"113";"-";"-"
"07/29/2024 12.30 AM";"70";"70";"-";"-"
"07/29/2024 12.45 AM";"30";"30";"-";"-"
"07/29/2024 01.00 AM";"71";"71";"-";"-"
"07/29/2024 01.15 AM";"111";"111";"-";"-"
"07/29/2024 01.30 AM";"67";"67";"-";"-"
"07/29/2024 01.45 AM";"30";"30";"-";"-"
"07/29/2024 02.00 AM";"73";"73";"-";"-"
"07/29/2024 02.15 AM";"1,987";"1,987";"-";"-"
"07/29/2024 02.30 AM";"3,842";"3,842";"-";"-"
"07/29/2024 02.45 AM";"3,713";"3,713";"-";"-"
"07/29/2024 03.00 AM";"34";"34";"-";"-"
"07/29/2024 03.15 AM";"38";"38";"-";"-"
"07/29/2024 03.30 AM";"104";"104";"-";"-"
"07/29/2024 03.45 AM";"97";"97";"-";"-"
"07/29/2024 04.00 AM";"30";"30";"-";"-"
"07/29/2024 04.15 AM";"40";"40";"-";"-"
"07/29/2024 04.30 AM";"105";"105";"-";"-"
"07/29/2024 04.45 AM";"97";"97";"-";"-"
"07/29/2024 05.00 AM";"30";"30";"-";"-"
"07/29/2024 05.15 AM";"41";"41";"-";"-"
"07/29/2024 05.30 AM";"107";"107";"-";"-"
"07/29/2024 05.45 AM";"95";"95";"-";"-"
"07/29/2024 06.00 AM";"30";"30";"-";"-"
"07/29/2024 06.15 AM";"43";"43";"-";"-"
"07/29/2024 06.30 AM";"107";"107";"-";"-"
"07/29/2024 06.45 AM";"94";"94";"-";"-"
"07/29/2024 07.00 AM";"30";"30";"-";"-"
"07/29/2024 07.15 AM";"45";"45";"-";"-"
"07/29/2024 07.30 AM";"108";"108";"-";"-"
"07/29/2024 07.45 AM";"94";"94";"-";"-"
"07/29/2024 08.00 AM";"30";"30";"-";"-"
"07/29/2024 08.15 AM";"47";"47";"-";"-"
"07/29/2024 08.30 AM";"109";"109";"-";"-"
"07/29/2024 08.45 AM";"93";"93";"-";"-"
"07/29/2024 09.00 AM";"30";"30";"-";"-"
"07/29/2024 09.15 AM";"50";"50";"-";"-"
"07/29/2024 09.30 AM";"90";"90";"-";"-"
"07/29/2024 09.45 AM";"30";"30";"-";"-"
"07/29/2024 10.00 AM";"52";"52";"-";"-"
"07/29/2024 10.15 AM";"91";"91";"-";"-"
"07/29/2024 10.30 AM";"30";"30";"-";"-"
"07/29/2024 10.45 AM";"53";"53";"-";"-"
"07/29/2024 11.00 AM";"90";"90";"-";"-"
"07/29/2024 11.15 AM";"30";"30";"-";"-"
"07/29/2024 11.30 AM";"54";"54";"-";"-"
"07/29/2024 11.45 AM";"89";"89";"-";"-"
"07/29/2024 12.00 PM";"30";"30";"-";"-"
"07/29/2024 12.15 PM";"56";"56";"-";"-"
"07/29/2024 12.30 PM";"87";"87";"-";"-"
"07/29/2024 12.45 PM";"30";"30";"-";"-"
"07/29/2024 01.00 PM";"57";"57";"-";"-"
"07/29/2024 01.15 PM";"86";"86";"-";"-"
"07/29/2024 01.30 PM";"30";"30";"-";"-"
"07/29/2024 01.45 PM";"59";"59";"-";"-"
"07/29/2024 02.00 PM";"85";"85";"-";"-"
"07/29/2024 02.15 PM";"31";"31";"-";"-"
"07/29/2024 02.30 PM";"61";"61";"-";"-"
"07/29/2024 02.45 PM";"84";"84";"-";"-"
"07/29/2024 03.00 PM";"31";"31";"-";"-"
"07/29/2024 03.15 PM";"63";"63";"-";"-"
"07/29/2024 03.30 PM";"83";"83";"-";"-"
"07/29/2024 03.45 PM";"30";"30";"-";"-"
"07/29/2024 04.00 PM";"64";"64";"-";"-"
"07/29/2024 04.15 PM";"81";"81";"-";"-"
"07/29/2024 04.30 PM";"30";"30";"-";"-"
"07/29/2024 04.45 PM";"65";"65";"-";"-"
"07/29/2024 05.00 PM";"79";"79";"-";"-"
"07/29/2024 05.15 PM";"31";"31";"-";"-"
"07/29/2024 05.30 PM";"66";"66";"-";"-"
"07/29/2024 05.45 PM";"76";"76";"-";"-"
"07/29/2024 06.00 PM";"31";"31";"-";"-"
"07/29/2024 06.15 PM";"67";"67";"-";"-"
"07/29/2024 06.30 PM";"76";"76";"-";"-"
"07/29/2024 06.45 PM";"30";"30";"-";"-"
"07/29/2024 07.00 PM";"68";"68";"-";"-"
"07/29/2024 07.15 PM";"73";"73";"-";"-"
"07/29/2024 07.30 PM";"30";"30";"-";"-"
"07/29/2024 07.45 PM";"69";"69";"-";"-"
"07/29/2024 08.00 PM";"71";"71";"-";"-"
"07/29/2024 08.15 PM";"30";"30";"-";"-"
"07/29/2024 08.30 PM";"70";"70";"-";"-"
"07/29/2024 08.45 PM";"70";"70";"-";"-"
"07/29/2024 09.00 PM";"30";"30";"-";"-"
"07/29/2024 09.15 PM";"72";"72";"-";"-"
"07/29/2024 09.30 PM";"69";"69";"-";"-"
"07/29/2024 09.45 PM";"30";"30";"-";"-"
"07/29/2024 10.00 PM";"72";"72";"-";"-"
"07/29/2024 10.15 PM";"112";"112";"-";"-"
"07/29/2024 10.30 PM";"67";"67";"-";"-"
"07/29/2024 10.45 PM";"30";"30";"-";"-"
"07/29/2024 11.00 PM";"75";"75";"-";"-"
"07/29/2024 11.15 PM";"113";"113";"-";"-"
"07/29/2024 11.30 PM";"66";"66";"-";"-"
"07/29/2024 11.45 PM";"30";"30";"-";"-"
"07/30/2024 12.00 AM";"77";"77";"-";"-"
"07/30/2024 12.15 AM";"113";"113";"-";"-"
"07/30/2024 12.30 AM";"64";"64";"-";"-"
"07/30/2024 12.45 AM";"31";"31";"-";"-"
"07/30/2024 01.00 AM";"79";"79";"-";"-"
"07/30/2024 01.15 AM";"113";"113";"-";"-"
"07/30/2024 01.30 AM";"62";"62";"-";"-"
"07/30/2024 01.45 AM";"31";"31";"-";"-"
"07/30/2024 02.00 AM";"80";"80";"-";"-"
"07/30/2024 02.15 AM";"113";"113";"-";"-"
"07/30/2024 02.30 AM";"59";"59";"-";"-"
"07/30/2024 02.45 AM";"31";"31";"-";"-"
"07/30/2024 03.00 AM";"82";"82";"-";"-"
"07/30/2024 03.15 AM";"113";"113";"-";"-"
"07/30/2024 03.30 AM";"58";"58";"-";"-"
"07/30/2024 03.45 AM";"30";"30";"-";"-"
"07/30/2024 04.00 AM";"84";"84";"-";"-"
"07/30/2024 04.15 AM";"112";"112";"-";"-"
"07/30/2024 04.30 AM";"55";"55";"-";"-"
"07/30/2024 04.45 AM";"31";"31";"-";"-"
"07/30/2024 05.00 AM";"85";"85";"-";"-"
"07/30/2024 05.15 AM";"112";"112";"-";"-"
"07/30/2024 05.30 AM";"53";"53";"-";"-"
"07/30/2024 05.45 AM";"30";"30";"-";"-"
"07/30/2024 06.00 AM";"87";"87";"-";"-"
"07/30/2024 06.15 AM";"110";"110";"-";"-"
"07/30/2024 06.30 AM";"50";"50";"-";"-"
"07/30/2024 06.45 AM";"30";"30";"-";"-"
"07/30/2024 07.00 AM";"88";"88";"-";"-"
"07/30/2024 07.15 AM";"110";"110";"-";"-"
"07/30/2024 07.30 AM";"49";"49";"-";"-"
"07/30/2024 07.45 AM";"30";"30";"-";"-"
"07/30/2024 08.00 AM";"92";"92";"-";"-"
"07/30/2024 08.15 AM";"112";"112";"-";"-"
"07/30/2024 08.30 AM";"48";"48";"-";"-"
"07/30/2024 08.45 AM";"30";"30";"-";"-"
"07/30/2024 09.00 AM";"96";"96";"-";"-"
"07/30/2024 09.15 AM";"46";"46";"-";"-"
"07/30/2024 09.30 AM";"30";"30";"-";"-"
"07/30/2024 09.45 AM";"98";"98";"-";"-"
"07/30/2024 10.00 AM";"45";"45";"-";"-"
"07/30/2024 10.15 AM";"30";"30";"-";"-"
"07/30/2024 10.30 AM";"100";"100";"-";"-"
"07/30/2024 10.45 AM";"43";"43";"-";"-"
"07/30/2024 11.00 AM";"30";"30";"-";"-"
"07/30/2024 11.15 AM";"101";"101";"-";"-"
"07/30/2024 11.30 AM";"42";"42";"-";"-"
"07/30/2024 11.45 AM";"30";"30";"-";"-"
"07/30/2024 12.00 PM";"103";"103";"-";"-"
"07/30/2024 12.15 PM";"40";"40";"-";"-"
"07/30/2024 12.30 PM";"30";"30";"-";"-"
"07/30/2024 12.45 PM";"104";"104";"-";"-"
"07/30/2024 01.00 PM";"39";"39";"-";"-"
"07/30/2024 01.15 PM";"30";"30";"-";"-"
"07/30/2024 01.30 PM";"106";"106";"-";"-"
"07/30/2024 01.45 PM";"38";"38";"-";"-"
"07/30/2024 02.00 PM";"30";"30";"-";"-"
"07/30/2024 02.15 PM";"108";"108";"-";"-"
"07/30/2024 02.30 PM";"36";"36";"-";"-"
"07/30/2024 02.45 PM";"30";"30";"-";"-"
"07/30/2024 03.00 PM";"109";"109";"-";"-"
"07/30/2024 03.15 PM";"35";"35";"-";"-"
"07/30/2024 03.30 PM";"30";"30";"-";"-"
"07/30/2024 03.45 PM";"110";"110";"-";"-"
"07/30/2024 04.00 PM";"33";"33";"-";"-"
"07/30/2024 04.15 PM";"30";"30";"-";"-"
"07/30/2024 04.30 PM";"111";"111";"-";"-"
"07/30/2024 04.45 PM";"32";"32";"-";"-"
"07/30/2024 05.00 PM";"30";"30";"-";"-"
"07/30/2024 05.15 PM";"112";"112";"-";"-"
"07/30/2024 05.30 PM";"30";"30";"-";"-"
"07/30/2024 05.45 PM";"30";"30";"-";"-"
"07/30/2024 06.00 PM";"112";"112";"-";"-"
"07/30/2024 06.15 PM";"30";"30";"-";"-"
"07/30/2024 06.30 PM";"32";"32";"-";"-"
"07/30/2024 06.45 PM";"110";"110";"-";"-"
"07/30/2024 07.00 PM";"30";"30";"-";"-"
"07/30/2024 07.15 PM";"33";"33";"-";"-"
"07/30/2024 07.30 PM";"109";"109";"-";"-"
"07/30/2024 07.45 PM";"30";"30";"-";"-"
"07/30/2024 08.00 PM";"35";"35";"-";"-"
"07/30/2024 08.15 PM";"107";"107";"-";"-"
"07/30/2024 08.30 PM";"30";"30";"-";"-"
"07/30/2024 08.45 PM";"36";"36";"-";"-"
"07/30/2024 09.00 PM";"105";"105";"-";"-"
"07/30/2024 09.15 PM";"30";"30";"-";"-"
"07/30/2024 09.30 PM";"37";"37";"-";"-"
"07/30/2024 09.45 PM";"103";"103";"-";"-"
"07/30/2024 10.00 PM";"31";"31";"-";"-"
"07/30/2024 10.15 PM";"39";"39";"-";"-"
"07/30/2024 10.30 PM";"101";"101";"-";"-"
"07/30/2024 10.45 PM";"31";"31";"-";"-"
"07/30/2024 11.00 PM";"40";"40";"-";"-"
"07/30/2024 11.15 PM";"112";"112";"-";"-"
"07/30/2024 11.30 PM";"103";"103";"-";"-"
"07/30/2024 11.45 PM";"30";"30";"-";"-"
"07/31/2024 12.00 AM";"42";"42";"-";"-"
"07/31/2024 12.15 AM";"111";"111";"-";"-"
"07/31/2024 12.30 AM";"100";"100";"-";"-"
"07/31/2024 12.45 AM";"30";"30";"-";"-"
"07/31/2024 01.00 AM";"44";"44";"-";"-"
"07/31/2024 01.15 AM";"113";"113";"-";"-"
"07/31/2024 01.30 AM";"98";"98";"-";"-"
"07/31/2024 01.45 AM";"30";"30";"-";"-"
"07/31/2024 02.00 AM";"46";"46";"-";"-"
"07/31/2024 02.15 AM";"112";"112";"-";"-"
"07/31/2024 02.30 AM";"96";"96";"-";"-"
"07/31/2024 02.45 AM";"30";"30";"-";"-"
