sep=;
"07/31/2024 03.00 AM";"48";"48";"-";"-"
"07/31/2024 03.15 AM";"112";"112";"-";"-"
"07/31/2024 03.30 AM";"94";"94";"-";"-"
"07/31/2024 03.45 AM";"30";"30";"-";"-"
"07/31/2024 04.00 AM";"49";"49";"-";"-"
"07/31/2024 04.15 AM";"112";"112";"-";"-"
"07/31/2024 04.30 AM";"92";"92";"-";"-"
"07/31/2024 04.45 AM";"30";"30";"-";"-"
"07/31/2024 05.00 AM";"51";"51";"-";"-"
"07/31/2024 05.15 AM";"109";"109";"-";"-"
"07/31/2024 05.30 AM";"88";"88";"-";"-"
"07/31/2024 05.45 AM";"30";"30";"-";"-"
"07/31/2024 06.00 AM";"52";"52";"-";"-"
"07/31/2024 06.15 AM";"110";"110";"-";"-"
"07/31/2024 06.30 AM";"87";"87";"-";"-"
"07/31/2024 06.45 AM";"30";"30";"-";"-"
"07/31/2024 07.00 AM";"54";"54";"-";"-"
"07/31/2024 07.15 AM";"112";"112";"-";"-"
"07/31/2024 07.30 AM";"2,176";"2,176";"-";"-"
"07/31/2024 07.45 AM";"3,543";"3,543";"-";"-"
"07/31/2024 08.00 AM";"3,014";"3,014";"-";"-"
"07/31/2024 08.15 AM";"33";"33";"-";"-"
"07/31/2024 08.30 AM";"46";"46";"-";"-"
"07/31/2024 08.45 AM";"91";"91";"-";"-"
"07/31/2024 09.00 AM";"30";"30";"-";"-"
"07/31/2024 09.15 AM";"48";"48";"-";"-"
"07/31/2024 09.30 AM";"91";"91";"-";"-"
"07/31/2024 09.45 AM";"30";"30";"-";"-"
"07/31/2024 10.00 AM";"50";"50";"-";"-"
"07/31/2024 10.15 AM";"91";"91";"-";"-"
"07/31/2024 10.30 AM";"-";"-";"-";"-"
"07/31/2024 12.30 PM";"661";"661";"4,029";"4,029"
"07/31/2024 12.45 PM";"793";"793";"911";"911"
"07/31/2024 01.00 PM";"-";"-";"-";"-"
"07/31/2024 01.30 PM";"3,165";"3,165";"5,376";"5,376"
"07/31/2024 01.45 PM";"1,059";"1,059";"1,103";"1,103"
"07/31/2024 02.00 PM";"236";"236";"0";"0"
"07/31/2024 02.15 PM";"1,235";"1,235";"2,363";"2,363"
"07/31/2024 02.30 PM";"1,117";"1,117";"1,140";"1,140"
"07/31/2024 02.45 PM";"437";"437";"437";"437"
"07/31/2024 03.00 PM";"1,226";"1,226";"1,199";"1,199"
"07/31/2024 03.15 PM";"3,325";"3,325";"3,285";"3,285"
"07/31/2024 03.30 PM";"3,887";"3,887";"3,918";"3,918"
"07/31/2024 03.45 PM";"3,099";"3,099";"3,099";"3,099"
"07/31/2024 04.00 PM";"3,076";"3,076";"3,076";"3,076"
"07/31/2024 04.15 PM";"3,080";"3,080";"3,080";"3,080"
"07/31/2024 04.30 PM";"3,071";"3,071";"3,071";"3,071"
"07/31/2024 04.45 PM";"3,490";"3,490";"2,915";"2,915"
"07/31/2024 05.00 PM";"6,433";"6,433";"5,996";"5,996"
"07/31/2024 05.15 PM";"7,063";"7,063";"5,449";"5,449"
"07/31/2024 05.30 PM";"7,944";"7,944";"6,893";"6,893"
"07/31/2024 05.45 PM";"947";"947";"1,222";"1,222"
"07/31/2024 06.00 PM";"2,467";"2,467";"2,453";"2,453"
"07/31/2024 06.15 PM";"2,888";"2,888";"2,853";"2,853"
"07/31/2024 06.30 PM";"2,916";"2,916";"2,915";"2,915"
"07/31/2024 06.45 PM";"3,094";"3,094";"2,932";"2,932"
"07/31/2024 07.00 PM";"2,961";"2,961";"2,251";"2,251"
"07/31/2024 07.15 PM";"517";"517";"524";"524"
"07/31/2024 07.30 PM";"587";"587";"595";"595"
"07/31/2024 07.45 PM";"738";"738";"599";"599"
"07/31/2024 08.00 PM";"575";"575";"508";"508"
"07/31/2024 08.15 PM";"652";"652";"357";"357"
"07/31/2024 08.30 PM";"479";"479";"183";"183"
"07/31/2024 08.45 PM";"384";"384";"94";"94"
"07/31/2024 09.00 PM";"454";"454";"33";"33"
"07/31/2024 09.15 PM";"336";"336";"0";"0"
"07/31/2024 09.30 PM";"294";"294";"0";"0"
"07/31/2024 09.45 PM";"350";"350";"0";"0"
"07/31/2024 10.00 PM";"293";"293";"0";"0"
"07/31/2024 10.15 PM";"325";"325";"0";"0"
"07/31/2024 10.30 PM";"440";"440";"0";"0"
"07/31/2024 10.45 PM";"453";"453";"0";"0"
"07/31/2024 11.00 PM";"440";"440";"0";"0"
"07/31/2024 11.15 PM";"504";"504";"0";"0"
"07/31/2024 11.30 PM";"421";"421";"0";"0"
"07/31/2024 11.45 PM";"420";"420";"0";"0"
"08/01/2024 12.00 AM";"482";"482";"0";"0"
"08/01/2024 12.15 AM";"408";"408";"0";"0"
"08/01/2024 12.30 AM";"322";"322";"0";"0"
"08/01/2024 12.45 AM";"387";"387";"0";"0"
"08/01/2024 01.00 AM";"322";"322";"0";"0"
"08/01/2024 01.15 AM";"227";"227";"0";"0"
"08/01/2024 01.30 AM";"235";"235";"0";"0"
"08/01/2024 01.45 AM";"307";"307";"0";"0"
"08/01/2024 02.00 AM";"301";"301";"0";"0"
"08/01/2024 02.15 AM";"228";"228";"0";"0"
"08/01/2024 02.30 AM";"178";"178";"0";"0"
"08/01/2024 02.45 AM";"299";"299";"0";"0"
"08/01/2024 03.00 AM";"285";"285";"0";"0"
"08/01/2024 03.15 AM";"206";"206";"0";"0"
"08/01/2024 03.30 AM";"211";"211";"0";"0"
"08/01/2024 03.45 AM";"281";"281";"0";"0"
"08/01/2024 04.00 AM";"266";"266";"0";"0"
"08/01/2024 04.15 AM";"192";"192";"0";"0"
"08/01/2024 04.30 AM";"204";"204";"0";"0"
"08/01/2024 04.45 AM";"229";"229";"0";"0"
"08/01/2024 05.00 AM";"178";"178";"0";"0"
"08/01/2024 05.15 AM";"114";"114";"0";"0"
"08/01/2024 05.30 AM";"173";"173";"0";"0"
"08/01/2024 05.45 AM";"238";"238";"0";"0"
"08/01/2024 06.00 AM";"219";"219";"0";"0"
"08/01/2024 06.15 AM";"159";"159";"136";"136"
"08/01/2024 06.30 AM";"249";"249";"249";"249"
"08/01/2024 06.45 AM";"329";"329";"328";"328"
"08/01/2024 07.00 AM";"308";"308";"309";"309"
"08/01/2024 07.15 AM";"248";"248";"248";"248"
"08/01/2024 07.30 AM";"2,869";"2,869";"2,006";"2,006"
"08/01/2024 07.45 AM";"1,304";"1,304";"939";"939"
"08/01/2024 08.00 AM";"193";"193";"193";"193"
"08/01/2024 08.15 AM";"247";"247";"247";"247"
"08/01/2024 08.30 AM";"173";"173";"173";"173"
"08/01/2024 08.45 AM";"116";"116";"116";"116"
"08/01/2024 09.00 AM";"173";"173";"173";"173"
"08/01/2024 09.15 AM";"132";"132";"132";"132"
"08/01/2024 09.30 AM";"114";"114";"113";"113"
"08/01/2024 09.45 AM";"173";"173";"173";"173"
"08/01/2024 10.00 AM";"130";"130";"130";"130"
"08/01/2024 10.15 AM";"208";"208";"208";"208"
"08/01/2024 10.30 AM";"265";"265";"265";"265"
"08/01/2024 10.45 AM";"216";"216";"216";"216"
"08/01/2024 11.00 AM";"197";"197";"197";"197"
"08/01/2024 11.15 AM";"260";"260";"260";"260"
"08/01/2024 11.30 AM";"976";"976";"949";"949"
"08/01/2024 11.45 AM";"2,806";"2,806";"2,806";"2,806"
"08/01/2024 12.00 PM";"2,852";"2,852";"2,852";"2,852"
"08/01/2024 12.15 PM";"2,804";"2,804";"2,804";"2,804"
"08/01/2024 12.30 PM";"2,724";"2,724";"2,724";"2,724"
"08/01/2024 12.45 PM";"2,800";"2,800";"2,801";"2,801"
"08/01/2024 01.00 PM";"2,762";"2,762";"2,761";"2,761"
"08/01/2024 01.15 PM";"2,772";"2,772";"2,772";"2,772"
"08/01/2024 01.30 PM";"2,853";"2,853";"2,853";"2,853"
"08/01/2024 01.45 PM";"2,778";"2,778";"2,779";"2,779"
"08/01/2024 02.00 PM";"2,802";"2,802";"2,802";"2,802"
"08/01/2024 02.15 PM";"2,908";"2,908";"2,908";"2,908"
"08/01/2024 02.30 PM";"2,856";"2,856";"2,324";"2,324"
"08/01/2024 02.45 PM";"2,855";"2,855";"1,229";"1,229"
"08/01/2024 03.00 PM";"1,775";"1,775";"525";"525"
"08/01/2024 03.15 PM";"662";"662";"113";"113"
"08/01/2024 03.30 PM";"328";"328";"0";"0"
"08/01/2024 03.45 PM";"398";"398";"0";"0"
"08/01/2024 04.00 PM";"417";"417";"0";"0"
"08/01/2024 04.15 PM";"320";"320";"0";"0"
"08/01/2024 04.30 PM";"240";"240";"0";"0"
"08/01/2024 04.45 PM";"344";"344";"0";"0"
"08/01/2024 05.00 PM";"368";"368";"22";"22"
"08/01/2024 05.15 PM";"280";"280";"142";"142"
"08/01/2024 05.30 PM";"895";"895";"265";"265"
"08/01/2024 05.45 PM";"394";"394";"393";"393"
"08/01/2024 06.00 PM";"394";"394";"394";"394"
"08/01/2024 06.15 PM";"286";"286";"286";"286"
"08/01/2024 06.30 PM";"283";"283";"283";"283"
"08/01/2024 06.45 PM";"408";"408";"408";"408"
"08/01/2024 07.00 PM";"473";"473";"473";"473"
"08/01/2024 07.15 PM";"403";"403";"403";"403"
"08/01/2024 07.30 PM";"315";"315";"315";"315"
"08/01/2024 07.45 PM";"314";"314";"314";"314"
"08/01/2024 08.00 PM";"317";"317";"317";"317"
"08/01/2024 08.15 PM";"257";"257";"257";"257"
"08/01/2024 08.30 PM";"267";"267";"202";"202"
"08/01/2024 08.45 PM";"347";"347";"101";"101"
"08/01/2024 09.00 PM";"373";"373";"34";"34"
"08/01/2024 09.15 PM";"291";"291";"0";"0"
"08/01/2024 09.30 PM";"1,722";"1,722";"0";"0"
"08/01/2024 09.45 PM";"1,523";"1,523";"0";"0"
"08/01/2024 10.00 PM";"339";"339";"0";"0"
"08/01/2024 10.15 PM";"399";"399";"0";"0"
"08/01/2024 10.30 PM";"428";"428";"0";"0"
"08/01/2024 10.45 PM";"372";"372";"0";"0"
"08/01/2024 11.00 PM";"307";"307";"0";"0"
"08/01/2024 11.15 PM";"308";"308";"0";"0"
"08/01/2024 11.30 PM";"353";"353";"0";"0"
"08/01/2024 11.45 PM";"295";"295";"0";"0"
