sep=;
"Version";"4";;;;
"Language";"en-US";;;;
"Local export date";"29.12.2024 10:15:56";;;;
"Export UTC date";"2024-12-29T09:15:56.417Z";;;;
"Time zone";"Europe/Berlin";;;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;;
"Time period";"Heizung WP Verb [W]";"Total consumption [W]";"Base load [W]";"Total generation [W]";"PV generation [W]"
"10/18/2024 12.15 AM";"102";"189";"88";"0";"0"
"10/18/2024 12.30 AM";"147";"257";"110";"0";"0"
"10/18/2024 12.45 AM";"116";"293";"177";"0";"0"
"10/18/2024 01.00 AM";"73";"247";"174";"0";"0"
"10/18/2024 01.15 AM";"104";"275";"171";"0";"0"
"10/18/2024 01.30 AM";"148";"318";"170";"0";"0"
"10/18/2024 01.45 AM";"115";"270";"155";"0";"0"
"10/18/2024 02.00 AM";"73";"160";"87";"0";"0"
"10/18/2024 02.15 AM";"106";"199";"93";"0";"0"
"10/18/2024 02.30 AM";"149";"237";"88";"0";"0"
"10/18/2024 02.45 AM";"114";"200";"87";"0";"0"
"10/18/2024 03.00 AM";"72";"159";"87";"0";"0"
"10/18/2024 03.15 AM";"108";"252";"145";"0";"0"
"10/18/2024 03.30 AM";"150";"328";"178";"0";"0"
"10/18/2024 03.45 AM";"112";"285";"173";"0";"0"
"10/18/2024 04.00 AM";"72";"241";"169";"0";"0"
"10/18/2024 04.15 AM";"110";"278";"168";"0";"0"
"10/18/2024 04.30 AM";"150";"317";"167";"0";"0"
"10/18/2024 04.45 AM";"111";"206";"95";"0";"0"
"10/18/2024 05.00 AM";"72";"159";"86";"0";"0"
"10/18/2024 05.15 AM";"599";"686";"87";"0";"0"
"10/18/2024 05.30 AM";"3,458";"3,563";"105";"0";"0"
"10/18/2024 05.45 AM";"3,886";"3,997";"110";"0";"0"
"10/18/2024 06.00 AM";"4,048";"4,157";"109";"0";"0"
"10/18/2024 06.15 AM";"1,666";"1,839";"172";"0";"0"
"10/18/2024 06.30 AM";"71";"246";"175";"0";"0"
"10/18/2024 06.45 AM";"114";"284";"170";"0";"0"
"10/18/2024 07.00 AM";"144";"312";"168";"0";"0"
"10/18/2024 07.15 AM";"99";"268";"169";"0";"0"
"10/18/2024 07.30 AM";"71";"222";"151";"0";"0"
"10/18/2024 07.45 AM";"118";"203";"85";"0";"0"
"10/18/2024 08.00 AM";"147";"231";"85";"0";"0"
"10/18/2024 08.15 AM";"98";"187";"90";"173";"173"
"10/18/2024 08.30 AM";"71";"162";"91";"377";"377"
"10/18/2024 08.45 AM";"121";"209";"89";"669";"669"
"10/18/2024 09.00 AM";"149";"605";"456";"950";"950"
"10/18/2024 09.15 AM";"97";"893";"797";"1,416";"1,416"
"10/18/2024 09.30 AM";"71";"400";"329";"1,484";"1,484"
"10/18/2024 09.45 AM";"123";"792";"669";"1,514";"1,514"
"10/18/2024 10.00 AM";"2,273";"3,453";"1,180";"3,159";"3,159"
"10/18/2024 10.15 AM";"4,051";"5,103";"1,052";"3,999";"3,999"
"10/18/2024 10.30 AM";"4,264";"4,826";"562";"4,977";"4,977"
"10/18/2024 10.45 AM";"2,145";"3,746";"1,601";"3,916";"3,916"
"10/18/2024 11.00 AM";"72";"2,592";"2,520";"3,493";"3,493"
"10/18/2024 11.15 AM";"107";"2,567";"2,460";"2,547";"2,547"
"10/18/2024 11.30 AM";"146";"2,210";"2,063";"3,252";"3,252"
"10/18/2024 11.45 AM";"109";"2,295";"2,185";"5,707";"5,707"
"10/18/2024 12.00 PM";"73";"2,687";"2,614";"4,669";"4,669"
"10/18/2024 12.15 PM";"113";"3,148";"3,035";"5,003";"5,003"
"10/18/2024 12.30 PM";"152";"3,204";"3,052";"3,744";"3,744"
"10/18/2024 12.45 PM";"111";"2,921";"2,810";"3,823";"3,823"
"10/18/2024 01.00 PM";"73";"2,861";"2,788";"3,543";"3,543"
"10/18/2024 01.15 PM";"114";"2,820";"2,706";"4,150";"4,150"
"10/18/2024 01.30 PM";"153";"3,176";"3,022";"5,508";"5,508"
"10/18/2024 01.45 PM";"110";"4,776";"4,666";"7,258";"7,258"
"10/18/2024 02.00 PM";"73";"1,836";"1,763";"5,230";"5,230"
"10/18/2024 02.15 PM";"117";"2,928";"2,810";"7,244";"7,244"
"10/18/2024 02.30 PM";"154";"2,976";"2,822";"6,449";"6,449"
"10/18/2024 02.45 PM";"108";"2,967";"2,859";"3,967";"3,967"
"10/18/2024 03.00 PM";"73";"1,035";"962";"1,808";"1,808"
"10/18/2024 03.15 PM";"118";"741";"623";"976";"976"
"10/18/2024 03.30 PM";"154";"567";"413";"1,277";"1,277"
"10/18/2024 03.45 PM";"104";"1,502";"1,398";"1,130";"1,130"
"10/18/2024 04.00 PM";"72";"1,372";"1,300";"796";"796"
"10/18/2024 04.15 PM";"120";"1,251";"1,131";"738";"738"
"10/18/2024 04.30 PM";"153";"935";"783";"669";"669"
"10/18/2024 04.45 PM";"102";"2,635";"2,533";"595";"595"
"10/18/2024 05.00 PM";"72";"1,644";"1,572";"615";"615"
"10/18/2024 05.15 PM";"121";"519";"398";"503";"503"
"10/18/2024 05.30 PM";"153";"431";"278";"238";"238"
"10/18/2024 05.45 PM";"100";"512";"412";"118";"118"
"10/18/2024 06.00 PM";"71";"512";"440";"38";"38"
"10/18/2024 06.15 PM";"122";"502";"379";"0";"0"
"10/18/2024 06.30 PM";"152";"702";"550";"0";"0"
"10/18/2024 06.45 PM";"98";"380";"282";"0";"0"
"10/18/2024 07.00 PM";"71";"428";"357";"0";"0"
"10/18/2024 07.15 PM";"125";"451";"326";"0";"0"
"10/18/2024 07.30 PM";"155";"1,088";"933";"0";"0"
"10/18/2024 07.45 PM";"1,638";"2,129";"491";"0";"0"
"10/18/2024 08.00 PM";"3,795";"4,238";"443";"0";"0"
"10/18/2024 08.15 PM";"3,410";"3,956";"546";"0";"0"
"10/18/2024 08.30 PM";"75";"312";"237";"0";"0"
"10/18/2024 08.45 PM";"83";"355";"272";"0";"0"
"10/18/2024 09.00 PM";"146";"447";"301";"0";"0"
"10/18/2024 09.15 PM";"135";"403";"268";"0";"0"
"10/18/2024 09.30 PM";"72";"323";"251";"0";"0"
"10/18/2024 09.45 PM";"86";"399";"313";"0";"0"
"10/18/2024 10.00 PM";"148";"462";"314";"0";"0"
"10/18/2024 10.15 PM";"135";"426";"291";"0";"0"
"10/18/2024 10.30 PM";"72";"263";"191";"0";"0"
"10/18/2024 10.45 PM";"87";"251";"164";"0";"0"
"10/18/2024 11.00 PM";"149";"245";"96";"0";"0"
"10/18/2024 11.15 PM";"133";"452";"319";"0";"0"
"10/18/2024 11.30 PM";"72";"159";"87";"0";"0"
"10/18/2024 11.45 PM";"89";"178";"88";"0";"0"
"10/19/2024 12.00 AM";"151";"449";"298";"0";"0"
"10/19/2024 12.15 AM";"134";"357";"223";"0";"0"
"10/19/2024 12.30 AM";"72";"308";"236";"0";"0"
"10/19/2024 12.45 AM";"91";"350";"259";"0";"0"
"10/19/2024 01.00 AM";"151";"318";"168";"0";"0"
"10/19/2024 01.15 AM";"131";"250";"119";"0";"0"
"10/19/2024 01.30 AM";"72";"156";"84";"0";"0"
"10/19/2024 01.45 AM";"93";"177";"84";"0";"0"
"10/19/2024 02.00 AM";"151";"235";"84";"0";"0"
