sep=;
"11/22/2024 11.30 PM";"0";"87";"226";"139";"0";"0"
"11/22/2024 11.45 PM";"0";"29";"195";"166";"0";"0"
"11/23/2024 12.00 AM";"0";"44";"206";"162";"0";"0"
"11/23/2024 12.15 AM";"0";"102";"261";"159";"0";"0"
"11/23/2024 12.30 AM";"0";"87";"246";"159";"0";"0"
"11/23/2024 12.45 AM";"0";"29";"117";"88";"0";"0"
"11/23/2024 01.00 AM";"0";"45";"126";"81";"0";"0"
"11/23/2024 01.15 AM";"0";"102";"184";"82";"0";"0"
"11/23/2024 01.30 AM";"0";"86";"165";"80";"0";"0"
"11/23/2024 01.45 AM";"0";"29";"107";"78";"0";"0"
"11/23/2024 02.00 AM";"0";"47";"126";"79";"0";"0"
"11/23/2024 02.15 AM";"0";"103";"273";"169";"0";"0"
"11/23/2024 02.30 AM";"0";"85";"250";"165";"0";"0"
"11/23/2024 02.45 AM";"0";"29";"190";"161";"0";"0"
"11/23/2024 03.00 AM";"0";"49";"207";"158";"0";"0"
"11/23/2024 03.15 AM";"0";"103";"240";"137";"0";"0"
"11/23/2024 03.30 AM";"0";"83";"162";"80";"0";"0"
"11/23/2024 03.45 AM";"0";"29";"108";"79";"0";"0"
"11/23/2024 04.00 AM";"0";"51";"130";"79";"0";"0"
"11/23/2024 04.15 AM";"0";"1,398";"1,476";"78";"0";"0"
"11/23/2024 04.30 AM";"0";"4,954";"5,044";"89";"0";"0"
"11/23/2024 04.45 AM";"0";"5,772";"5,867";"94";"0";"0"
"11/23/2024 05.00 AM";"0";"5,914";"6,066";"152";"0";"0"
"11/23/2024 05.15 AM";"0";"2,857";"3,031";"174";"0";"0"
"11/23/2024 05.30 AM";"0";"5,180";"5,365";"185";"0";"0"
"11/23/2024 05.45 AM";"0";"91";"327";"236";"0";"0"
"11/23/2024 06.00 AM";"0";"99";"392";"293";"0";"0"
"11/23/2024 06.15 AM";"0";"969";"1,207";"238";"0";"0"
"11/23/2024 06.30 AM";"0";"4,644";"4,880";"236";"0";"0"
"11/23/2024 06.45 AM";"0";"5,897";"6,141";"244";"0";"0"
"11/23/2024 07.00 AM";"0";"977";"1,221";"243";"0";"0"
"11/23/2024 07.15 AM";"0";"29";"257";"227";"0";"0"
"11/23/2024 07.30 AM";"0";"89";"317";"227";"0";"0"
"11/23/2024 07.45 AM";"0";"102";"322";"220";"0";"0"
"11/23/2024 08.00 AM";"0";"38";"313";"275";"2";"2"
"11/23/2024 08.15 AM";"0";"29";"332";"303";"69";"69"
"11/23/2024 08.30 AM";"0";"124";"982";"858";"215";"215"
"11/23/2024 08.45 AM";"0";"2,301";"3,026";"725";"331";"331"
"11/23/2024 09.00 AM";"0";"5,860";"6,391";"531";"386";"386"
"11/23/2024 09.15 AM";"0";"6,682";"7,038";"357";"209";"209"
"11/23/2024 09.30 AM";"0";"7,427";"7,743";"316";"241";"241"
"11/23/2024 09.45 AM";"0";"463";"751";"288";"374";"374"
"11/23/2024 10.00 AM";"0";"146";"898";"753";"793";"793"
"11/23/2024 10.15 AM";"0";"2,141";"3,249";"1,108";"1,560";"1,560"
"11/23/2024 10.30 AM";"43";"5,016";"5,185";"126";"2,188";"2,188"
"11/23/2024 10.45 AM";"211";"4,922";"5,259";"126";"1,983";"1,983"
"11/23/2024 11.00 AM";"95";"4,564";"4,858";"200";"2,443";"2,443"
"11/23/2024 11.15 AM";"773";"92";"1,020";"155";"2,990";"2,990"
"11/23/2024 11.30 AM";"456";"108";"729";"165";"3,555";"3,555"
"11/23/2024 11.45 AM";"260";"2,898";"3,307";"149";"3,801";"3,801"
"11/23/2024 12.00 PM";"94";"4,714";"4,940";"132";"3,307";"3,307"
"11/23/2024 12.15 PM";"762";"92";"923";"69";"4,018";"4,018"
"11/23/2024 12.30 PM";"395";"104";"604";"106";"4,258";"4,258"
"11/23/2024 12.45 PM";"424";"146";"1,622";"1,052";"4,279";"4,279"
"11/23/2024 01.00 PM";"322";"1,285";"3,771";"2,164";"4,246";"4,246"
"11/23/2024 01.15 PM";"0";"4,016";"6,429";"2,412";"4,339";"4,339"
"11/23/2024 01.30 PM";"451";"1,431";"3,130";"1,247";"4,227";"4,227"
"11/23/2024 01.45 PM";"463";"90";"1,548";"995";"4,464";"4,464"
"11/23/2024 02.00 PM";"528";"472";"1,248";"248";"3,723";"3,723"
"11/23/2024 02.15 PM";"313";"3,681";"4,296";"302";"4,833";"4,833"
"11/23/2024 02.30 PM";"445";"93";"853";"315";"3,417";"3,417"
"11/23/2024 02.45 PM";"370";"96";"890";"424";"1,300";"1,300"
"11/23/2024 03.00 PM";"258";"162";"689";"269";"908";"908"
"11/23/2024 03.15 PM";"0";"155";"510";"355";"703";"703"
"11/23/2024 03.30 PM";"0";"89";"362";"273";"551";"551"
"11/23/2024 03.45 PM";"0";"97";"446";"349";"406";"406"
"11/23/2024 04.00 PM";"0";"162";"541";"380";"232";"232"
"11/23/2024 04.15 PM";"0";"154";"475";"321";"86";"86"
"11/23/2024 04.30 PM";"0";"838";"1,204";"366";"3";"3"
"11/23/2024 04.45 PM";"0";"4,535";"4,922";"387";"0";"0"
"11/23/2024 05.00 PM";"0";"5,529";"5,891";"362";"0";"0"
"11/23/2024 05.15 PM";"0";"5,708";"6,037";"329";"0";"0"
"11/23/2024 05.30 PM";"0";"5,841";"6,044";"203";"0";"0"
"11/23/2024 05.45 PM";"0";"1,648";"1,818";"169";"0";"0"
"11/23/2024 06.00 PM";"0";"89";"270";"181";"0";"0"
"11/23/2024 06.15 PM";"0";"140";"460";"320";"0";"0"
"11/23/2024 06.30 PM";"0";"161";"1,227";"1,065";"0";"0"
"11/23/2024 06.45 PM";"0";"105";"862";"757";"0";"0"
"11/23/2024 07.00 PM";"0";"89";"471";"382";"0";"0"
"11/23/2024 07.15 PM";"0";"143";"498";"355";"0";"0"
"11/23/2024 07.30 PM";"0";"164";"546";"382";"0";"0"
"11/23/2024 07.45 PM";"0";"2,102";"2,533";"431";"0";"0"
"11/23/2024 08.00 PM";"0";"5,368";"5,701";"332";"0";"0"
"11/23/2024 08.15 PM";"0";"5,615";"5,885";"270";"0";"0"
"11/23/2024 08.30 PM";"0";"5,807";"5,990";"183";"0";"0"
"11/23/2024 08.45 PM";"0";"3,000";"3,259";"260";"0";"0"
"11/23/2024 09.00 PM";"0";"91";"351";"260";"0";"0"
"11/23/2024 09.15 PM";"0";"125";"455";"330";"0";"0"
"11/23/2024 09.30 PM";"0";"161";"521";"360";"0";"0"
"11/23/2024 09.45 PM";"0";"124";"464";"340";"0";"0"
"11/23/2024 10.00 PM";"0";"90";"479";"390";"0";"0"
"11/23/2024 10.15 PM";"0";"310";"677";"367";"0";"0"
"11/23/2024 10.30 PM";"0";"4,044";"4,396";"352";"0";"0"
"11/23/2024 10.45 PM";"0";"5,721";"6,033";"312";"0";"0"
"11/23/2024 11.00 PM";"0";"4,771";"5,084";"313";"0";"0"
"11/23/2024 11.15 PM";"0";"32";"405";"373";"0";"0"
"11/23/2024 11.30 PM";"0";"43";"399";"356";"0";"0"
"11/23/2024 11.45 PM";"0";"99";"381";"282";"0";"0"
"11/24/2024 12.00 AM";"0";"85";"375";"290";"0";"0"
"11/24/2024 12.15 AM";"0";"29";"280";"251";"0";"0"
"11/24/2024 12.30 AM";"0";"45";"255";"210";"0";"0"
"11/24/2024 12.45 AM";"0";"101";"320";"219";"0";"0"
"11/24/2024 01.00 AM";"0";"85";"318";"233";"0";"0"
"11/24/2024 01.15 AM";"0";"29";"225";"196";"0";"0"
"11/24/2024 01.30 AM";"0";"48";"130";"83";"0";"0"
"11/24/2024 01.45 AM";"0";"103";"258";"155";"0";"0"
"11/24/2024 02.00 AM";"0";"84";"256";"172";"0";"0"
"11/24/2024 02.15 AM";"0";"29";"196";"167";"0";"0"
"11/24/2024 02.30 AM";"0";"49";"214";"165";"0";"0"
"11/24/2024 02.45 AM";"0";"103";"266";"163";"0";"0"
"11/24/2024 03.00 AM";"0";"82";"245";"162";"0";"0"
"11/24/2024 03.15 AM";"0";"29";"131";"102";"0";"0"
"11/24/2024 03.30 AM";"0";"51";"135";"84";"0";"0"
"11/24/2024 03.45 AM";"0";"105";"188";"83";"0";"0"
"11/24/2024 04.00 AM";"0";"81";"165";"83";"0";"0"
"11/24/2024 04.15 AM";"0";"90";"173";"83";"0";"0"
"11/24/2024 04.30 AM";"0";"114";"196";"82";"0";"0"
"11/24/2024 04.45 AM";"0";"165";"247";"81";"0";"0"
"11/24/2024 05.00 AM";"0";"140";"301";"162";"0";"0"
"11/24/2024 05.15 AM";"0";"89";"258";"169";"0";"0"
"11/24/2024 05.30 AM";"0";"813";"980";"167";"0";"0"
"11/24/2024 05.45 AM";"0";"3,696";"3,871";"174";"0";"0"
"11/24/2024 06.00 AM";"0";"5,092";"5,271";"179";"0";"0"
"11/24/2024 06.15 AM";"0";"5,702";"5,875";"173";"0";"0"
"11/24/2024 06.30 AM";"0";"5,757";"5,851";"94";"0";"0"
"11/24/2024 06.45 AM";"0";"94";"178";"84";"0";"0"
"11/24/2024 07.00 AM";"0";"92";"176";"84";"0";"0"
"11/24/2024 07.15 AM";"0";"161";"244";"83";"0";"0"
"11/24/2024 07.30 AM";"0";"158";"457";"299";"0";"0"
"11/24/2024 07.45 AM";"0";"88";"327";"239";"0";"0"
"11/24/2024 08.00 AM";"0";"92";"1,125";"1,033";"20";"20"
"11/24/2024 08.15 AM";"260";"161";"1,438";"1,017";"126";"126"
"11/24/2024 08.30 AM";"0";"158";"728";"570";"224";"224"
"11/24/2024 08.45 AM";"0";"89";"514";"425";"244";"244"
"11/24/2024 09.00 AM";"0";"95";"619";"525";"410";"410"
"11/24/2024 09.15 AM";"0";"2,941";"3,351";"410";"650";"650"
"11/24/2024 09.30 AM";"0";"3,855";"4,160";"305";"919";"919"
"11/24/2024 09.45 AM";"0";"4,006";"4,122";"116";"1,019";"1,019"
"11/24/2024 10.00 AM";"0";"3,899";"3,987";"89";"1,897";"1,897"
"11/24/2024 10.15 AM";"717";"91";"932";"124";"2,233";"2,233"
"11/24/2024 10.30 AM";"770";"87";"-";"-";"0";"0"
"11/24/2024 10.45 AM";"-";"-";"-";"-";"-";"-"
"11/24/2024 11.00 AM";"-";"-";"-";"-";"-";"-"
"11/24/2024 11.15 AM";"-";"-";"-";"-";"-";"-"
"11/24/2024 11.30 AM";"-";"-";"-";"-";"-";"-"
"11/24/2024 11.45 AM";"-";"-";"-";"-";"-";"-"
"11/24/2024 12.00 PM";"0";"1,041";"650";"0";"1,728";"1,728"
"11/24/2024 12.15 PM";"0";"3,943";"5,809";"1,866";"2,431";"2,431"
"11/24/2024 12.30 PM";"0";"5,688";"9,159";"3,471";"3,192";"3,192"
"11/24/2024 12.45 PM";"253";"2,284";"4,182";"1,645";"2,807";"2,807"
"11/24/2024 01.00 PM";"298";"1,164";"1,901";"440";"2,158";"2,158"
"11/24/2024 01.15 PM";"780";"146";"1,132";"206";"3,369";"3,369"
"11/24/2024 01.30 PM";"652";"164";"988";"172";"2,850";"2,850"
"11/24/2024 01.45 PM";"404";"104";"748";"241";"3,091";"3,091"
"11/24/2024 02.00 PM";"414";"89";"741";"238";"2,687";"2,687"
"11/24/2024 02.15 PM";"431";"150";"1,024";"443";"2,414";"2,414"
"11/24/2024 02.30 PM";"403";"168";"815";"244";"2,859";"2,859"
"11/24/2024 02.45 PM";"386";"103";"786";"297";"2,732";"2,732"
"11/24/2024 03.00 PM";"433";"88";"911";"390";"2,151";"2,151"
"11/24/2024 03.15 PM";"254";"151";"836";"431";"1,539";"1,539"
"11/24/2024 03.30 PM";"0";"167";"1,028";"861";"730";"730"
"11/24/2024 03.45 PM";"0";"100";"1,839";"1,739";"450";"450"
"11/24/2024 04.00 PM";"0";"87";"1,583";"1,496";"224";"224"
"11/24/2024 04.15 PM";"0";"152";"548";"396";"78";"78"
"11/24/2024 04.30 PM";"0";"166";"642";"475";"5";"5"
"11/24/2024 04.45 PM";"0";"98";"488";"389";"0";"0"
"11/24/2024 05.00 PM";"0";"88";"1,714";"1,627";"0";"0"
"11/24/2024 05.15 PM";"0";"155";"1,297";"1,142";"0";"0"
"11/24/2024 05.30 PM";"0";"167";"1,372";"1,206";"0";"0"
"11/24/2024 05.45 PM";"0";"100";"830";"730";"0";"0"
"11/24/2024 06.00 PM";"0";"1,158";"1,500";"342";"0";"0"
"11/24/2024 06.15 PM";"0";"1,019";"1,415";"396";"0";"0"
"11/24/2024 06.30 PM";"0";"3,591";"3,977";"386";"0";"0"
"11/24/2024 06.45 PM";"0";"3,952";"4,250";"298";"0";"0"
"11/24/2024 07.00 PM";"0";"4,096";"4,417";"321";"0";"0"
"11/24/2024 07.15 PM";"0";"3,410";"3,725";"315";"0";"0"
"11/24/2024 07.30 PM";"328";"1,719";"2,289";"242";"0";"0"
"11/24/2024 07.45 PM";"209";"115";"612";"287";"0";"0"
"11/24/2024 08.00 PM";"263";"165";"803";"376";"0";"0"
"11/24/2024 08.15 PM";"0";"140";"910";"770";"0";"0"
"11/24/2024 08.30 PM";"0";"90";"393";"303";"0";"0"
"11/24/2024 08.45 PM";"0";"2,760";"3,039";"278";"0";"0"
"11/24/2024 09.00 PM";"0";"3,828";"4,133";"305";"0";"0"
"11/24/2024 09.15 PM";"0";"3,974";"4,247";"274";"0";"0"
"11/24/2024 09.30 PM";"0";"4,095";"4,455";"360";"0";"0"
"11/24/2024 09.45 PM";"0";"768";"1,132";"364";"0";"0"
"11/24/2024 10.00 PM";"0";"88";"532";"444";"0";"0"
"11/24/2024 10.15 PM";"0";"149";"591";"442";"0";"0"
"11/24/2024 10.30 PM";"0";"162";"807";"645";"0";"0"
"11/24/2024 10.45 PM";"0";"99";"524";"425";"0";"0"
"11/24/2024 11.00 PM";"0";"88";"451";"363";"0";"0"
"11/24/2024 11.15 PM";"0";"92";"494";"402";"0";"0"
"11/24/2024 11.30 PM";"0";"105";"494";"389";"0";"0"
"11/24/2024 11.45 PM";"0";"38";"287";"249";"0";"0"
"11/25/2024 12.00 AM";"0";"29";"196";"167";"0";"0"
"11/25/2024 12.15 AM";"0";"95";"230";"135";"0";"0"
"11/25/2024 12.30 AM";"0";"107";"193";"86";"0";"0"
"11/25/2024 12.45 AM";"0";"36";"123";"86";"0";"0"
"11/25/2024 01.00 AM";"0";"29";"116";"87";"0";"0"
"11/25/2024 01.15 AM";"0";"97";"184";"87";"0";"0"
"11/25/2024 01.30 AM";"0";"106";"193";"87";"0";"0"
"11/25/2024 01.45 AM";"0";"34";"168";"133";"0";"0"
"11/25/2024 02.00 AM";"0";"29";"205";"176";"0";"0"
"11/25/2024 02.15 AM";"0";"100";"272";"172";"0";"0"
"11/25/2024 02.30 AM";"0";"107";"276";"169";"0";"0"
"11/25/2024 02.45 AM";"0";"33";"199";"167";"0";"0"
"11/25/2024 03.00 AM";"0";"29";"155";"126";"0";"0"
"11/25/2024 03.15 AM";"0";"102";"188";"86";"0";"0"
"11/25/2024 03.30 AM";"0";"108";"193";"86";"0";"0"
"11/25/2024 03.45 AM";"0";"31";"116";"85";"0";"0"
"11/25/2024 04.00 AM";"0";"29";"114";"85";"0";"0"
"11/25/2024 04.15 AM";"0";"429";"516";"87";"0";"0"
"11/25/2024 04.30 AM";"0";"3,904";"4,018";"114";"0";"0"
"11/25/2024 04.45 AM";"0";"4,528";"4,720";"192";"0";"0"
"11/25/2024 05.00 AM";"0";"3,975";"4,165";"189";"0";"0"
"11/25/2024 05.15 AM";"0";"4,069";"4,252";"184";"0";"0"
"11/25/2024 05.30 AM";"0";"2,471";"2,640";"169";"0";"0"
"11/25/2024 05.45 AM";"0";"89";"254";"165";"0";"0"
"11/25/2024 06.00 AM";"0";"117";"229";"112";"0";"0"
"11/25/2024 06.15 AM";"0";"160";"247";"86";"0";"0"
"11/25/2024 06.30 AM";"0";"129";"244";"115";"0";"0"
"11/25/2024 06.45 AM";"0";"87";"324";"237";"0";"0"
"11/25/2024 07.00 AM";"0";"485";"840";"354";"0";"0"
"11/25/2024 07.15 AM";"0";"51";"407";"356";"0";"0"
"11/25/2024 07.30 AM";"0";"29";"747";"718";"0";"0"
"11/25/2024 07.45 AM";"0";"104";"581";"477";"0";"0"
"11/25/2024 08.00 AM";"0";"106";"624";"518";"39";"39"
"11/25/2024 08.15 AM";"0";"29";"429";"400";"208";"208"
"11/25/2024 08.30 AM";"0";"31";"402";"372";"337";"337"
"11/25/2024 08.45 AM";"0";"107";"442";"335";"743";"743"
"11/25/2024 09.00 AM";"0";"106";"205";"99";"845";"845"
"11/25/2024 09.15 AM";"0";"29";"124";"95";"780";"780"
"11/25/2024 09.30 AM";"671";"32";"805";"101";"1,137";"1,137"
"11/25/2024 09.45 AM";"645";"108";"844";"91";"1,613";"1,613"
"11/25/2024 10.00 AM";"250";"105";"445";"89";"2,770";"2,770"
"11/25/2024 10.15 AM";"170";"2,849";"3,085";"66";"3,459";"3,459"
"11/25/2024 10.30 AM";"250";"3,853";"4,277";"174";"4,313";"4,313"
"11/25/2024 10.45 AM";"0";"4,221";"4,386";"164";"4,335";"4,335"
"11/25/2024 11.00 AM";"0";"4,274";"4,436";"162";"3,735";"3,735"
"11/25/2024 11.15 AM";"460";"1,414";"2,038";"163";"3,911";"3,911"
"11/25/2024 11.30 AM";"412";"89";"632";"131";"4,095";"4,095"
"11/25/2024 11.45 AM";"295";"138";"503";"69";"4,726";"4,726"
"11/25/2024 12.00 PM";"289";"165";"521";"67";"4,600";"4,600"
"11/25/2024 12.15 PM";"286";"112";"457";"59";"4,555";"4,555"
"11/25/2024 12.30 PM";"250";"88";"416";"77";"4,720";"4,720"
"11/25/2024 12.45 PM";"253";"142";"483";"88";"3,067";"3,067"
"11/25/2024 01.00 PM";"275";"166";"492";"51";"4,140";"4,140"
"11/25/2024 01.15 PM";"280";"109";"462";"73";"4,192";"4,192"
"11/25/2024 01.30 PM";"272";"88";"527";"167";"4,079";"4,079"
"11/25/2024 01.45 PM";"242";"145";"555";"168";"3,027";"3,027"
"11/25/2024 02.00 PM";"263";"169";"589";"158";"3,562";"3,562"
"11/25/2024 02.15 PM";"223";"109";"521";"189";"1,384";"1,384"
"11/25/2024 02.30 PM";"299";"88";"551";"164";"1,247";"1,247"
"11/25/2024 02.45 PM";"64";"146";"332";"122";"763";"763"
"11/25/2024 03.00 PM";"200";"168";"453";"85";"676";"676"
"11/25/2024 03.15 PM";"0";"107";"192";"85";"705";"705"
"11/25/2024 03.30 PM";"0";"88";"175";"87";"358";"358"
"11/25/2024 03.45 PM";"0";"148";"232";"84";"236";"236"
"11/25/2024 04.00 PM";"0";"168";"254";"86";"189";"189"
"11/25/2024 04.15 PM";"0";"104";"190";"86";"49";"49"
"11/25/2024 04.30 PM";"0";"88";"236";"148";"1";"1"
"11/25/2024 04.45 PM";"0";"150";"642";"492";"0";"0"
"11/25/2024 05.00 PM";"0";"168";"374";"206";"0";"0"
"11/25/2024 05.15 PM";"0";"103";"291";"189";"0";"0"
"11/25/2024 05.30 PM";"0";"88";"674";"586";"0";"0"
"11/25/2024 05.45 PM";"0";"153";"632";"479";"0";"0"
"11/25/2024 06.00 PM";"0";"170";"618";"448";"0";"0"
"11/25/2024 06.15 PM";"0";"2,471";"2,859";"388";"0";"0"
"11/25/2024 06.30 PM";"0";"3,909";"4,228";"318";"0";"0"
"11/25/2024 06.45 PM";"0";"4,005";"4,325";"320";"0";"0"
"11/25/2024 07.00 PM";"0";"3,817";"4,637";"820";"0";"0"
"11/25/2024 07.15 PM";"0";"92";"1,000";"908";"0";"0"
"11/25/2024 07.30 PM";"0";"94";"422";"328";"0";"0"
"11/25/2024 07.45 PM";"0";"161";"411";"250";"0";"0"
"11/25/2024 08.00 PM";"0";"156";"365";"209";"0";"0"
"11/25/2024 08.15 PM";"0";"88";"321";"234";"0";"0"
"11/25/2024 08.30 PM";"0";"96";"257";"161";"0";"0"
"11/25/2024 08.45 PM";"0";"163";"273";"110";"0";"0"
"11/25/2024 09.00 PM";"0";"155";"252";"97";"0";"0"
"11/25/2024 09.15 PM";"0";"87";"176";"88";"0";"0"
"11/25/2024 09.30 PM";"0";"97";"199";"102";"0";"0"
"11/25/2024 09.45 PM";"0";"163";"442";"279";"0";"0"
"11/25/2024 10.00 PM";"0";"2,305";"2,624";"319";"0";"0"
"11/25/2024 10.15 PM";"0";"3,821";"4,129";"308";"0";"0"
"11/25/2024 10.30 PM";"0";"3,977";"4,290";"313";"0";"0"
