sep=;
"Version";"4";;;
"Language";"en-US";;;
"Local export date";"29.12.2024 10:14:25";;;
"Export UTC date";"2024-12-29T09:14:25.534Z";;;
"Time zone";"Europe/Berlin";;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;
"Time period";"Total consumption [kW]";"Base load [kW]";"Total generation [kW]";"PV generation [kW]"
"09/06/2024 12.15 AM";"0.34";"0.34";"0.00";"0.00"
"09/06/2024 12.30 AM";"0.22";"0.22";"0.00";"0.00"
"09/06/2024 12.45 AM";"0.24";"0.24";"0.00";"0.00"
"09/06/2024 01.00 AM";"0.21";"0.21";"0.00";"0.00"
"09/06/2024 01.15 AM";"0.25";"0.25";"0.00";"0.00"
"09/06/2024 01.30 AM";"0.23";"0.23";"0.00";"0.00"
"09/06/2024 01.45 AM";"0.20";"0.20";"0.00";"0.00"
"09/06/2024 02.00 AM";"0.24";"0.24";"0.00";"0.00"
"09/06/2024 02.15 AM";"0.28";"0.28";"0.00";"0.00"
"09/06/2024 02.30 AM";"0.23";"0.23";"0.00";"0.00"
"09/06/2024 02.45 AM";"0.19";"0.19";"0.00";"0.00"
"09/06/2024 03.00 AM";"0.24";"0.24";"0.00";"0.00"
"09/06/2024 03.15 AM";"0.28";"0.28";"0.00";"0.00"
"09/06/2024 03.30 AM";"0.18";"0.18";"0.00";"0.00"
"09/06/2024 03.45 AM";"0.11";"0.11";"0.00";"0.00"
"09/06/2024 04.00 AM";"0.16";"0.16";"0.00";"0.00"
"09/06/2024 04.15 AM";"0.19";"0.19";"0.00";"0.00"
"09/06/2024 04.30 AM";"0.14";"0.14";"0.00";"0.00"
"09/06/2024 04.45 AM";"0.13";"0.13";"0.00";"0.00"
"09/06/2024 05.00 AM";"0.26";"0.26";"0.00";"0.00"
"09/06/2024 05.15 AM";"0.28";"0.28";"0.00";"0.00"
"09/06/2024 05.30 AM";"0.22";"0.22";"0.00";"0.00"
"09/06/2024 05.45 AM";"0.19";"0.19";"0.00";"0.00"
"09/06/2024 06.00 AM";"0.25";"0.25";"0.00";"0.00"
"09/06/2024 06.15 AM";"0.28";"0.28";"0.00";"0.00"
"09/06/2024 06.30 AM";"0.22";"0.22";"0.00";"0.00"
"09/06/2024 06.45 AM";"0.23";"0.23";"0.00";"0.00"
"09/06/2024 07.00 AM";"0.39";"0.39";"0.00";"0.00"
"09/06/2024 07.15 AM";"0.34";"0.34";"0.13";"0.13"
"09/06/2024 07.30 AM";"0.45";"0.45";"0.26";"0.26"
"09/06/2024 07.45 AM";"0.42";"0.42";"0.37";"0.37"
"09/06/2024 08.00 AM";"0.62";"0.62";"1.21";"1.21"
"09/06/2024 08.15 AM";"0.85";"0.85";"2.20";"2.20"
"09/06/2024 08.30 AM";"1.64";"1.64";"3.46";"3.46"
"09/06/2024 08.45 AM";"1.66";"1.66";"3.71";"3.71"
"09/06/2024 09.00 AM";"3.08";"3.08";"4.33";"4.33"
"09/06/2024 09.15 AM";"2.63";"2.63";"4.60";"4.60"
"09/06/2024 09.30 AM";"2.15";"2.15";"4.92";"4.92"
"09/06/2024 09.45 AM";"2.83";"2.83";"5.18";"5.18"
"09/06/2024 10.00 AM";"3.19";"3.19";"5.37";"5.37"
"09/06/2024 10.15 AM";"3.15";"3.15";"5.69";"5.69"
"09/06/2024 10.30 AM";"3.22";"3.22";"5.70";"5.70"
"09/06/2024 10.45 AM";"3.16";"3.16";"6.22";"6.22"
"09/06/2024 11.00 AM";"3.08";"3.08";"6.43";"6.43"
"09/06/2024 11.15 AM";"3.20";"3.20";"6.54";"6.54"
"09/06/2024 11.30 AM";"2.99";"2.99";"7.04";"7.04"
"09/06/2024 11.45 AM";"2.98";"2.98";"7.42";"7.42"
"09/06/2024 12.00 PM";"3.07";"3.07";"7.70";"7.70"
"09/06/2024 12.15 PM";"3.04";"3.04";"8.03";"8.03"
"09/06/2024 12.30 PM";"3.05";"3.05";"8.32";"8.32"
"09/06/2024 12.45 PM";"3.12";"3.12";"8.74";"8.74"
"09/06/2024 01.00 PM";"3.07";"3.07";"9.26";"9.26"
"09/06/2024 01.15 PM";"3.09";"3.09";"9.03";"9.03"
"09/06/2024 01.30 PM";"3.13";"3.13";"8.62";"8.62"
"09/06/2024 01.45 PM";"3.07";"3.07";"9.49";"9.49"
"09/06/2024 02.00 PM";"3.14";"3.14";"6.21";"6.21"
"09/06/2024 02.15 PM";"3.14";"3.14";"7.94";"7.94"
"09/06/2024 02.30 PM";"3.11";"3.11";"9.19";"9.19"
"09/06/2024 02.45 PM";"3.14";"3.14";"8.04";"8.04"
"09/06/2024 03.00 PM";"2.00";"2.00";"3.18";"3.18"
"09/06/2024 03.15 PM";"1.14";"1.14";"2.44";"2.44"
"09/06/2024 03.30 PM";"0.12";"0.12";"2.65";"2.65"
"09/06/2024 03.45 PM";"2.70";"2.70";"4.23";"4.23"
"09/06/2024 04.00 PM";"2.03";"2.03";"6.14";"6.14"
"09/06/2024 04.15 PM";"1.91";"1.91";"5.87";"5.87"
"09/06/2024 04.30 PM";"1.25";"1.25";"3.34";"3.34"
"09/06/2024 04.45 PM";"1.04";"1.04";"2.64";"2.64"
"09/06/2024 05.00 PM";"0.85";"0.85";"3.92";"3.92"
"09/06/2024 05.15 PM";"3.55";"3.55";"4.16";"4.16"
"09/06/2024 05.30 PM";"2.80";"2.80";"0.97";"0.97"
"09/06/2024 05.45 PM";"2.93";"2.93";"0.72";"0.72"
"09/06/2024 06.00 PM";"0.76";"0.76";"1.19";"1.19"
"09/06/2024 06.15 PM";"1.13";"1.13";"0.81";"0.81"
"09/06/2024 06.30 PM";"1.38";"1.38";"0.71";"0.71"
"09/06/2024 06.45 PM";"0.89";"0.89";"0.65";"0.65"
"09/06/2024 07.00 PM";"1.03";"1.03";"0.48";"0.48"
"09/06/2024 07.15 PM";"0.84";"0.84";"0.25";"0.25"
"09/06/2024 07.30 PM";"0.68";"0.68";"0.19";"0.19"
"09/06/2024 07.45 PM";"0.75";"0.75";"0.08";"0.08"
"09/06/2024 08.00 PM";"0.86";"0.86";"0.00";"0.00"
"09/06/2024 08.15 PM";"0.41";"0.41";"0.00";"0.00"
"09/06/2024 08.30 PM";"0.37";"0.37";"0.00";"0.00"
"09/06/2024 08.45 PM";"0.45";"0.45";"0.00";"0.00"
"09/06/2024 09.00 PM";"0.46";"0.46";"0.00";"0.00"
"09/06/2024 09.15 PM";"0.38";"0.38";"0.00";"0.00"
"09/06/2024 09.30 PM";"0.24";"0.24";"0.00";"0.00"
"09/06/2024 09.45 PM";"0.27";"0.27";"0.00";"0.00"
"09/06/2024 10.00 PM";"0.29";"0.29";"0.00";"0.00"
"09/06/2024 10.15 PM";"0.37";"0.37";"0.00";"0.00"
"09/06/2024 10.30 PM";"0.40";"0.40";"0.00";"0.00"
"09/06/2024 10.45 PM";"0.46";"0.46";"0.00";"0.00"
"09/06/2024 11.00 PM";"0.40";"0.40";"0.00";"0.00"
"09/06/2024 11.15 PM";"0.26";"0.26";"0.00";"0.00"
"09/06/2024 11.30 PM";"0.19";"0.19";"0.00";"0.00"
"09/06/2024 11.45 PM";"0.27";"0.27";"0.00";"0.00"
"09/07/2024 12.00 AM";"0.27";"0.27";"0.00";"0.00"
"09/07/2024 12.15 AM";"0.19";"0.19";"0.00";"0.00"
