sep=;
"Version";"4";;;;
"Language";"en-US";;;;
"Local export date";"29.12.2024 10:15:27";;;;
"Export UTC date";"2024-12-29T09:15:27.259Z";;;;
"Time zone";"Europe/Berlin";;;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;;
"Time period";"Heizung WP Verb [W]";"Total consumption [W]";"Base load [W]";"Total generation [W]";"PV generation [W]"
"09/27/2024 12.15 AM";"75";"156";"80";"0";"0"
"09/27/2024 12.30 AM";"65";"146";"81";"0";"0"
"09/27/2024 12.45 AM";"132";"213";"81";"0";"0"
"09/27/2024 01.00 AM";"145";"227";"82";"0";"0"
"09/27/2024 01.15 AM";"74";"154";"80";"0";"0"
"09/27/2024 01.30 AM";"66";"199";"133";"0";"0"
"09/27/2024 01.45 AM";"135";"305";"169";"0";"0"
"09/27/2024 02.00 AM";"145";"312";"167";"0";"0"
"09/27/2024 02.15 AM";"73";"237";"164";"0";"0"
"09/27/2024 02.30 AM";"66";"228";"162";"0";"0"
"09/27/2024 02.45 AM";"137";"299";"162";"0";"0"
"09/27/2024 03.00 AM";"2,147";"2,308";"161";"0";"0"
"09/27/2024 03.15 AM";"3,928";"4,101";"173";"0";"0"
"09/27/2024 03.30 AM";"1,250";"1,347";"97";"0";"0"
"09/27/2024 03.45 AM";"66";"147";"81";"0";"0"
"09/27/2024 04.00 AM";"117";"198";"81";"0";"0"
"09/27/2024 04.15 AM";"141";"222";"82";"0";"0"
"09/27/2024 04.30 AM";"86";"167";"81";"0";"0"
"09/27/2024 04.45 AM";"65";"146";"81";"0";"0"
"09/27/2024 05.00 AM";"120";"201";"81";"0";"0"
"09/27/2024 05.15 AM";"143";"285";"142";"0";"0"
"09/27/2024 05.30 AM";"84";"254";"170";"0";"0"
"09/27/2024 05.45 AM";"65";"232";"167";"0";"0"
"09/27/2024 06.00 AM";"123";"287";"165";"0";"0"
"09/27/2024 06.15 AM";"143";"305";"162";"0";"0"
"09/27/2024 06.30 AM";"82";"241";"159";"0";"0"
"09/27/2024 06.45 AM";"65";"226";"161";"0";"0"
"09/27/2024 07.00 AM";"125";"250";"125";"0";"0"
"09/27/2024 07.15 AM";"144";"223";"79";"0";"0"
"09/27/2024 07.30 AM";"80";"275";"194";"121";"121"
"09/27/2024 07.45 AM";"65";"870";"805";"297";"297"
"09/27/2024 08.00 AM";"128";"483";"354";"1,190";"1,190"
"09/27/2024 08.15 AM";"145";"650";"505";"1,313";"1,313"
"09/27/2024 08.30 AM";"80";"357";"277";"3,074";"3,074"
"09/27/2024 08.45 AM";"66";"267";"201";"2,772";"2,772"
"09/27/2024 09.00 AM";"131";"334";"204";"2,773";"2,773"
"09/27/2024 09.15 AM";"145";"334";"189";"2,993";"2,993"
"09/27/2024 09.30 AM";"565";"2,721";"2,156";"4,145";"4,145"
"09/27/2024 09.45 AM";"3,802";"5,698";"1,896";"5,619";"5,619"
"09/27/2024 10.00 AM";"4,566";"5,311";"745";"6,317";"6,317"
"09/27/2024 10.15 AM";"3,511";"4,736";"1,225";"5,969";"5,969"
"09/27/2024 10.30 AM";"888";"2,746";"1,858";"5,626";"5,626"
"09/27/2024 10.45 AM";"554";"2,758";"2,205";"4,668";"4,668"
"09/27/2024 11.00 AM";"162";"2,275";"2,113";"5,362";"5,362"
"09/27/2024 11.15 AM";"116";"4,398";"4,282";"7,442";"7,442"
"09/27/2024 11.30 AM";"1,744";"4,499";"2,754";"4,642";"4,642"
"09/27/2024 11.45 AM";"68";"2,309";"2,241";"5,222";"5,222"
"09/27/2024 12.00 PM";"110";"1,557";"1,447";"3,480";"3,480"
"09/27/2024 12.15 PM";"69";"2,568";"2,499";"4,194";"4,194"
"09/27/2024 12.30 PM";"55";"351";"296";"1,869";"1,869"
"09/27/2024 12.45 PM";"103";"1,290";"1,187";"2,538";"2,538"
"09/27/2024 01.00 PM";"144";"2,257";"2,113";"3,114";"3,114"
"09/27/2024 01.15 PM";"103";"1,281";"1,177";"4,056";"4,056"
"09/27/2024 01.30 PM";"65";"1,327";"1,262";"1,927";"1,927"
"09/27/2024 01.45 PM";"105";"206";"100";"625";"625"
"09/27/2024 02.00 PM";"145";"1,431";"1,286";"4,047";"4,047"
"09/27/2024 02.15 PM";"102";"1,041";"939";"2,198";"2,198"
"09/27/2024 02.30 PM";"66";"708";"641";"2,976";"2,976"
"09/27/2024 02.45 PM";"109";"2,996";"2,887";"2,750";"2,750"
"09/27/2024 03.00 PM";"146";"2,469";"2,323";"2,227";"2,227"
"09/27/2024 03.15 PM";"101";"1,521";"1,420";"3,683";"3,683"
"09/27/2024 03.30 PM";"66";"410";"344";"667";"667"
"09/27/2024 03.45 PM";"109";"609";"500";"865";"865"
"09/27/2024 04.00 PM";"144";"444";"300";"828";"828"
"09/27/2024 04.15 PM";"99";"362";"263";"796";"796"
"09/27/2024 04.30 PM";"66";"310";"244";"617";"617"
"09/27/2024 04.45 PM";"1,428";"2,587";"1,158";"4,233";"4,233"
"09/27/2024 05.00 PM";"2,225";"2,550";"325";"1,102";"1,102"
"09/27/2024 05.15 PM";"72";"370";"297";"1,499";"1,499"
"09/27/2024 05.30 PM";"105";"575";"470";"2,585";"2,585"
"09/27/2024 05.45 PM";"146";"2,129";"1,983";"2,366";"2,366"
"09/27/2024 06.00 PM";"113";"3,224";"3,111";"2,182";"2,182"
"09/27/2024 06.15 PM";"72";"2,077";"2,005";"457";"457"
"09/27/2024 06.30 PM";"106";"1,442";"1,335";"238";"238"
"09/27/2024 06.45 PM";"148";"1,468";"1,320";"198";"198"
"09/27/2024 07.00 PM";"111";"1,305";"1,194";"61";"61"
"09/27/2024 07.15 PM";"73";"1,312";"1,239";"8";"8"
"09/27/2024 07.30 PM";"110";"1,547";"1,436";"0";"0"
"09/27/2024 07.45 PM";"150";"1,301";"1,151";"0";"0"
"09/27/2024 08.00 PM";"111";"1,206";"1,096";"0";"0"
"09/27/2024 08.15 PM";"72";"912";"840";"0";"0"
"09/27/2024 08.30 PM";"111";"947";"836";"0";"0"
"09/27/2024 08.45 PM";"151";"1,015";"864";"0";"0"
"09/27/2024 09.00 PM";"2,022";"2,788";"767";"0";"0"
"09/27/2024 09.15 PM";"3,863";"4,174";"311";"0";"0"
"09/27/2024 09.30 PM";"4,001";"4,310";"309";"0";"0"
"09/27/2024 09.45 PM";"1,718";"2,096";"378";"0";"0"
"09/27/2024 10.00 PM";"72";"479";"407";"0";"0"
"09/27/2024 10.15 PM";"116";"519";"403";"0";"0"
"09/27/2024 10.30 PM";"148";"450";"302";"0";"0"
"09/27/2024 10.45 PM";"102";"354";"252";"0";"0"
"09/27/2024 11.00 PM";"72";"245";"172";"0";"0"
"09/27/2024 11.15 PM";"118";"225";"107";"0";"0"
"09/27/2024 11.30 PM";"148";"231";"83";"0";"0"
"09/27/2024 11.45 PM";"99";"183";"84";"0";"0"
"09/28/2024 12.00 AM";"72";"156";"84";"0";"0"
"09/28/2024 12.15 AM";"121";"205";"84";"0";"0"
"09/28/2024 12.30 AM";"150";"296";"147";"0";"0"
"09/28/2024 12.45 AM";"98";"272";"173";"0";"0"
"09/28/2024 01.00 AM";"73";"242";"169";"0";"0"
"09/28/2024 01.15 AM";"123";"289";"166";"0";"0"
"09/28/2024 01.30 AM";"151";"317";"166";"0";"0"
