sep=;
"12/07/2024 12.00 AM";"0";"84";"457";"373";"0";"0"
"12/07/2024 12.15 AM";"0";"101";"469";"368";"0";"0"
"12/07/2024 12.30 AM";"0";"155";"532";"377";"0";"0"
"12/07/2024 12.45 AM";"0";"135";"399";"264";"0";"0"
"12/07/2024 01.00 AM";"0";"82";"385";"303";"0";"0"
"12/07/2024 01.15 AM";"0";"104";"435";"332";"0";"0"
"12/07/2024 01.30 AM";"0";"157";"481";"324";"0";"0"
"12/07/2024 01.45 AM";"0";"2,031";"2,262";"232";"0";"0"
"12/07/2024 02.00 AM";"0";"5,014";"5,212";"198";"0";"0"
"12/07/2024 02.15 AM";"0";"5,334";"5,472";"138";"0";"0"
"12/07/2024 02.30 AM";"0";"5,000";"5,092";"92";"0";"0"
"12/07/2024 02.45 AM";"0";"86";"183";"96";"0";"0"
"12/07/2024 03.00 AM";"0";"90";"186";"96";"0";"0"
"12/07/2024 03.15 AM";"0";"154";"250";"96";"0";"0"
"12/07/2024 03.30 AM";"0";"147";"266";"119";"0";"0"
"12/07/2024 03.45 AM";"0";"82";"274";"192";"0";"0"
"12/07/2024 04.00 AM";"0";"91";"275";"184";"0";"0"
"12/07/2024 04.15 AM";"0";"156";"336";"180";"0";"0"
"12/07/2024 04.30 AM";"0";"148";"325";"177";"0";"0"
"12/07/2024 04.45 AM";"0";"2,596";"2,757";"161";"0";"0"
"12/07/2024 05.00 AM";"0";"2,953";"3,040";"87";"0";"0"
"12/07/2024 05.15 AM";"0";"4,954";"5,060";"106";"0";"0"
"12/07/2024 05.30 AM";"0";"5,437";"5,550";"113";"0";"0"
"12/07/2024 05.45 AM";"0";"5,565";"5,676";"111";"0";"0"
"12/07/2024 06.00 AM";"0";"2,454";"2,546";"92";"0";"0"
"12/07/2024 06.15 AM";"0";"2,451";"2,615";"163";"0";"0"
"12/07/2024 06.30 AM";"0";"83";"298";"215";"0";"0"
"12/07/2024 06.45 AM";"0";"121";"441";"320";"0";"0"
"12/07/2024 07.00 AM";"0";"154";"471";"316";"0";"0"
"12/07/2024 07.15 AM";"0";"113";"429";"316";"0";"0"
"12/07/2024 07.30 AM";"0";"82";"368";"286";"0";"0"
"12/07/2024 07.45 AM";"0";"124";"371";"248";"0";"0"
"12/07/2024 08.00 AM";"0";"156";"415";"259";"43";"43"
"12/07/2024 08.15 AM";"0";"1,939";"2,182";"243";"49";"49"
"12/07/2024 08.30 AM";"0";"4,976";"5,113";"136";"83";"83"
"12/07/2024 08.45 AM";"0";"5,300";"5,456";"156";"259";"259"
"12/07/2024 09.00 AM";"344";"5,121";"5,781";"317";"357";"357"
"12/07/2024 09.15 AM";"0";"2,742";"3,629";"887";"256";"256"
"12/07/2024 09.30 AM";"0";"2,551";"3,882";"1,331";"280";"280"
"12/07/2024 09.45 AM";"0";"82";"612";"529";"367";"367"
"12/07/2024 10.00 AM";"0";"120";"340";"220";"509";"509"
"12/07/2024 10.15 AM";"0";"153";"431";"278";"568";"568"
"12/07/2024 10.30 AM";"0";"113";"394";"281";"676";"676"
"12/07/2024 10.45 AM";"0";"81";"302";"221";"713";"713"
"12/07/2024 11.00 AM";"0";"123";"590";"467";"610";"610"
"12/07/2024 11.15 AM";"0";"155";"559";"404";"523";"523"
"12/07/2024 11.30 AM";"0";"707";"925";"218";"457";"457"
"12/07/2024 11.45 AM";"0";"4,174";"4,501";"326";"473";"473"
"12/07/2024 12.00 PM";"0";"5,243";"5,536";"293";"392";"392"
"12/07/2024 12.15 PM";"0";"5,467";"5,795";"328";"287";"287"
"12/07/2024 12.30 PM";"0";"1,850";"2,244";"394";"242";"242"
"12/07/2024 12.45 PM";"0";"81";"489";"407";"231";"231"
"12/07/2024 01.00 PM";"389";"130";"1,378";"859";"281";"281"
"12/07/2024 01.15 PM";"0";"153";"981";"828";"251";"251"
"12/07/2024 01.30 PM";"0";"355";"855";"499";"229";"229"
"12/07/2024 01.45 PM";"0";"1,475";"1,707";"232";"230";"230"
"12/07/2024 02.00 PM";"0";"1,793";"1,960";"167";"257";"257"
"12/07/2024 02.15 PM";"0";"159";"446";"287";"210";"210"
"12/07/2024 02.30 PM";"0";"567";"839";"272";"285";"285"
"12/07/2024 02.45 PM";"0";"4,021";"4,446";"425";"272";"272"
"12/07/2024 03.00 PM";"0";"5,232";"7,520";"2,288";"171";"171"
"12/07/2024 03.15 PM";"0";"3,107";"4,266";"1,159";"135";"135"
"12/07/2024 03.30 PM";"0";"4,811";"6,392";"1,581";"134";"134"
"12/07/2024 03.45 PM";"0";"1,493";"2,446";"952";"64";"64"
"12/07/2024 04.00 PM";"0";"81";"1,514";"1,433";"49";"49"
"12/07/2024 04.15 PM";"0";"134";"1,303";"1,169";"6";"6"
"12/07/2024 04.30 PM";"0";"154";"1,707";"1,553";"0";"0"
"12/07/2024 04.45 PM";"0";"98";"1,550";"1,452";"0";"0"
"12/07/2024 05.00 PM";"0";"81";"1,596";"1,515";"0";"0"
"12/07/2024 05.15 PM";"0";"139";"1,379";"1,240";"0";"0"
"12/07/2024 05.30 PM";"0";"157";"1,545";"1,387";"0";"0"
"12/07/2024 05.45 PM";"0";"97";"1,473";"1,376";"0";"0"
"12/07/2024 06.00 PM";"0";"82";"1,290";"1,208";"0";"0"
"12/07/2024 06.15 PM";"0";"142";"2,186";"2,044";"0";"0"
"12/07/2024 06.30 PM";"0";"159";"933";"774";"0";"0"
"12/07/2024 06.45 PM";"0";"96";"517";"421";"0";"0"
"12/07/2024 07.00 PM";"0";"1,995";"2,391";"397";"0";"0"
"12/07/2024 07.15 PM";"0";"5,073";"5,480";"407";"0";"0"
"12/07/2024 07.30 PM";"0";"6,485";"7,319";"834";"0";"0"
"12/07/2024 07.45 PM";"0";"2,686";"3,262";"576";"0";"0"
"12/07/2024 08.00 PM";"0";"1,789";"2,158";"368";"0";"0"
"12/07/2024 08.15 PM";"0";"131";"492";"361";"0";"0"
"12/07/2024 08.30 PM";"0";"156";"519";"363";"0";"0"
"12/07/2024 08.45 PM";"0";"105";"463";"358";"0";"0"
"12/07/2024 09.00 PM";"0";"82";"563";"481";"0";"0"
"12/07/2024 09.15 PM";"0";"132";"670";"538";"0";"0"
"12/07/2024 09.30 PM";"0";"158";"572";"415";"0";"0"
"12/07/2024 09.45 PM";"8";"104";"533";"421";"0";"0"
"12/07/2024 10.00 PM";"0";"82";"622";"540";"0";"0"
"12/07/2024 10.15 PM";"0";"136";"621";"485";"0";"0"
"12/07/2024 10.30 PM";"0";"2,817";"3,203";"386";"0";"0"
"12/07/2024 10.45 PM";"0";"5,177";"5,523";"346";"0";"0"
"12/07/2024 11.00 PM";"0";"4,173";"4,437";"265";"0";"0"
"12/07/2024 11.15 PM";"0";"3,729";"3,893";"164";"0";"0"
"12/07/2024 11.30 PM";"0";"4,219";"4,353";"134";"0";"0"
"12/07/2024 11.45 PM";"0";"84";"187";"103";"0";"0"
"12/08/2024 12.00 AM";"0";"99";"225";"126";"0";"0"
"12/08/2024 12.15 AM";"0";"153";"346";"194";"0";"0"
"12/08/2024 12.30 AM";"0";"136";"323";"188";"0";"0"
"12/08/2024 12.45 AM";"0";"82";"265";"183";"0";"0"
"12/08/2024 01.00 AM";"0";"100";"281";"180";"0";"0"
"12/08/2024 01.15 AM";"0";"155";"332";"177";"0";"0"
"12/08/2024 01.30 AM";"0";"135";"313";"177";"0";"0"
"12/08/2024 01.45 AM";"0";"82";"255";"173";"0";"0"
"12/08/2024 02.00 AM";"0";"104";"204";"100";"0";"0"
"12/08/2024 02.15 AM";"0";"177";"270";"94";"0";"0"
"12/08/2024 02.30 AM";"0";"3,470";"3,578";"108";"0";"0"
"12/08/2024 02.45 AM";"0";"5,226";"5,340";"114";"0";"0"
"12/08/2024 03.00 AM";"0";"5,483";"5,599";"115";"0";"0"
"12/08/2024 03.15 AM";"0";"3,107";"3,252";"145";"0";"0"
"12/08/2024 03.30 AM";"0";"83";"272";"188";"0";"0"
"12/08/2024 03.45 AM";"0";"113";"298";"186";"0";"0"
"12/08/2024 04.00 AM";"0";"154";"335";"181";"0";"0"
"12/08/2024 04.15 AM";"0";"122";"301";"179";"0";"0"
"12/08/2024 04.30 AM";"0";"82";"259";"177";"0";"0"
"12/08/2024 04.45 AM";"0";"115";"281";"167";"0";"0"
"12/08/2024 05.00 AM";"0";"155";"253";"98";"0";"0"
"12/08/2024 05.15 AM";"0";"120";"217";"97";"0";"0"
"12/08/2024 05.30 AM";"0";"81";"179";"98";"0";"0"
"12/08/2024 05.45 AM";"0";"1,244";"1,335";"91";"0";"0"
"12/08/2024 06.00 AM";"0";"4,531";"4,646";"115";"0";"0"
"12/08/2024 06.15 AM";"0";"3,899";"4,025";"126";"0";"0"
"12/08/2024 06.30 AM";"0";"3,474";"3,701";"227";"0";"0"
"12/08/2024 06.45 AM";"0";"5,491";"5,829";"338";"0";"0"
"12/08/2024 07.00 AM";"0";"2,985";"3,307";"321";"0";"0"
"12/08/2024 07.15 AM";"0";"82";"397";"315";"0";"0"
"12/08/2024 07.30 AM";"0";"114";"430";"316";"0";"0"
"12/08/2024 07.45 AM";"0";"152";"466";"314";"0";"0"
"12/08/2024 08.00 AM";"0";"116";"457";"340";"0";"0"
"12/08/2024 08.15 AM";"0";"81";"425";"344";"0";"0"
"12/08/2024 08.30 AM";"0";"117";"348";"231";"173";"173"
"12/08/2024 08.45 AM";"0";"154";"377";"223";"296";"296"
"12/08/2024 09.00 AM";"0";"116";"329";"214";"549";"549"
"12/08/2024 09.15 AM";"0";"82";"300";"218";"629";"629"
"12/08/2024 09.30 AM";"0";"545";"1,168";"623";"698";"698"
"12/08/2024 09.45 AM";"0";"3,996";"4,457";"461";"455";"455"
"12/08/2024 10.00 AM";"0";"5,243";"5,774";"531";"409";"409"
"12/08/2024 10.15 AM";"0";"2,572";"3,125";"553";"482";"482"
"12/08/2024 10.30 AM";"0";"5,065";"5,475";"410";"810";"810"
"12/08/2024 10.45 AM";"0";"2,219";"2,561";"342";"1,018";"1,018"
"12/08/2024 11.00 AM";"0";"85";"523";"437";"1,003";"1,003"
"12/08/2024 11.15 AM";"0";"130";"500";"371";"1,064";"1,064"
"12/08/2024 11.30 AM";"0";"159";"523";"364";"616";"616"
"12/08/2024 11.45 AM";"0";"113";"530";"417";"685";"685"
"12/08/2024 12.00 PM";"0";"86";"488";"402";"843";"843"
"12/08/2024 12.15 PM";"0";"1,451";"1,850";"399";"1,068";"1,068"
"12/08/2024 12.30 PM";"0";"4,846";"5,688";"842";"1,329";"1,329"
"12/08/2024 12.45 PM";"0";"5,127";"6,175";"1,048";"1,368";"1,368"
"12/08/2024 01.00 PM";"0";"87";"820";"733";"1,195";"1,195"
"12/08/2024 01.15 PM";"348";"87";"849";"413";"1,141";"1,141"
"12/08/2024 01.30 PM";"291";"179";"876";"406";"1,109";"1,109"
"12/08/2024 01.45 PM";"60";"1,440";"2,329";"829";"1,187";"1,187"
"12/08/2024 02.00 PM";"218";"144";"783";"421";"1,011";"1,011"
"12/08/2024 02.15 PM";"0";"154";"513";"360";"886";"886"
"12/08/2024 02.30 PM";"0";"221";"595";"374";"836";"836"
"12/08/2024 02.45 PM";"0";"214";"578";"365";"840";"840"
"12/08/2024 03.00 PM";"0";"147";"518";"371";"761";"761"
"12/08/2024 03.15 PM";"0";"149";"525";"375";"371";"371"
"12/08/2024 03.30 PM";"0";"5,153";"5,590";"437";"159";"159"
"12/08/2024 03.45 PM";"0";"4,113";"4,558";"445";"57";"57"
"12/08/2024 04.00 PM";"0";"3,844";"6,055";"2,211";"0";"0"
"12/08/2024 04.15 PM";"0";"877";"2,490";"1,613";"0";"0"
"12/08/2024 04.30 PM";"0";"84";"606";"522";"0";"0"
"12/08/2024 04.45 PM";"0";"216";"970";"753";"0";"0"
"12/08/2024 05.00 PM";"0";"1,075";"1,743";"668";"0";"0"
"12/08/2024 05.15 PM";"0";"192";"784";"592";"0";"0"
"12/08/2024 05.30 PM";"0";"1,258";"1,933";"675";"0";"0"
"12/08/2024 05.45 PM";"0";"199";"853";"654";"0";"0"
"12/08/2024 06.00 PM";"0";"208";"2,359";"2,150";"0";"0"
"12/08/2024 06.15 PM";"0";"822";"3,323";"2,501";"0";"0"
"12/08/2024 06.30 PM";"0";"1,248";"1,884";"636";"0";"0"
"12/08/2024 06.45 PM";"0";"1,421";"2,151";"730";"0";"0"
"12/08/2024 07.00 PM";"215";"4,686";"5,792";"891";"0";"0"
"12/08/2024 07.15 PM";"122";"5,297";"6,333";"914";"0";"0"
"12/08/2024 07.30 PM";"207";"5,492";"6,328";"629";"0";"0"
"12/08/2024 07.45 PM";"0";"228";"629";"401";"0";"0"
"12/08/2024 08.00 PM";"0";"83";"419";"336";"0";"0"
"12/08/2024 08.15 PM";"0";"153";"863";"710";"0";"0"
"12/08/2024 08.30 PM";"0";"160";"1,150";"990";"0";"0"
"12/08/2024 08.45 PM";"0";"85";"964";"879";"0";"0"
"12/08/2024 09.00 PM";"89";"85";"518";"344";"0";"0"
"12/08/2024 09.15 PM";"0";"3,042";"3,456";"414";"0";"0"
"12/08/2024 09.30 PM";"0";"5,326";"5,826";"500";"0";"0"
"12/08/2024 09.45 PM";"0";"3,588";"4,011";"423";"0";"0"
"12/08/2024 10.00 PM";"0";"85";"460";"375";"0";"0"
"12/08/2024 10.15 PM";"0";"107";"419";"312";"0";"0"
"12/08/2024 10.30 PM";"0";"154";"464";"310";"0";"0"
"12/08/2024 10.45 PM";"0";"128";"354";"226";"0";"0"
"12/08/2024 11.00 PM";"0";"82";"290";"208";"0";"0"
"12/08/2024 11.15 PM";"0";"110";"335";"225";"0";"0"
"12/08/2024 11.30 PM";"0";"157";"376";"219";"0";"0"
"12/08/2024 11.45 PM";"0";"128";"307";"179";"0";"0"
"12/09/2024 12.00 AM";"0";"84";"211";"127";"0";"0"
"12/09/2024 12.15 AM";"0";"2,228";"2,437";"209";"0";"0"
"12/09/2024 12.30 AM";"0";"5,177";"5,388";"211";"0";"0"
"12/09/2024 12.45 AM";"0";"5,416";"5,626";"210";"0";"0"
"12/09/2024 01.00 AM";"0";"2,298";"2,486";"188";"0";"0"
"12/09/2024 01.15 AM";"0";"84";"262";"178";"0";"0"
"12/09/2024 01.30 AM";"0";"127";"228";"101";"0";"0"
"12/09/2024 01.45 AM";"0";"157";"253";"96";"0";"0"
"12/09/2024 02.00 AM";"0";"112";"207";"96";"0";"0"
"12/09/2024 02.15 AM";"0";"83";"179";"96";"0";"0"
"12/09/2024 02.30 AM";"0";"129";"225";"96";"0";"0"
"12/09/2024 02.45 AM";"0";"158";"254";"96";"0";"0"
"12/09/2024 03.00 AM";"0";"2,928";"3,130";"202";"0";"0"
"12/09/2024 03.15 AM";"0";"5,287";"5,498";"212";"0";"0"
"12/09/2024 03.30 AM";"0";"4,831";"5,052";"221";"0";"0"
"12/09/2024 03.45 AM";"0";"85";"270";"185";"0";"0"
"12/09/2024 04.00 AM";"0";"86";"264";"178";"0";"0"
"12/09/2024 04.15 AM";"0";"154";"307";"153";"0";"0"
"12/09/2024 04.30 AM";"0";"153";"247";"94";"0";"0"
"12/09/2024 04.45 AM";"0";"82";"177";"95";"0";"0"
"12/09/2024 05.00 AM";"0";"87";"183";"95";"0";"0"
"12/09/2024 05.15 AM";"0";"301";"402";"101";"0";"0"
"12/09/2024 05.30 AM";"0";"3,706";"3,808";"102";"0";"0"
"12/09/2024 05.45 AM";"0";"5,338";"5,449";"112";"0";"0"
"12/09/2024 06.00 AM";"0";"3,691";"3,876";"185";"0";"0"
"12/09/2024 06.15 AM";"0";"84";"271";"187";"0";"0"
"12/09/2024 06.30 AM";"0";"104";"314";"210";"0";"0"
"12/09/2024 06.45 AM";"0";"154";"494";"340";"0";"0"
"12/09/2024 07.00 AM";"179";"128";"734";"426";"0";"0"
"12/09/2024 07.15 AM";"106";"82";"1,086";"897";"0";"0"
"12/09/2024 07.30 AM";"0";"108";"1,084";"977";"0";"0"
"12/09/2024 07.45 AM";"0";"154";"569";"416";"0";"0"
"12/09/2024 08.00 AM";"0";"126";"481";"355";"0";"0"
"12/09/2024 08.15 AM";"0";"2,945";"3,358";"414";"0";"0"
"12/09/2024 08.30 AM";"0";"5,200";"5,501";"301";"0";"0"
"12/09/2024 08.45 AM";"0";"3,245";"3,560";"315";"0";"0"
"12/09/2024 09.00 AM";"0";"4,721";"4,919";"198";"0";"0"
"12/09/2024 09.15 AM";"0";"1,853";"2,044";"191";"38";"38"
"12/09/2024 09.30 AM";"0";"82";"259";"177";"227";"227"
"12/09/2024 09.45 AM";"0";"130";"305";"175";"373";"373"
"12/09/2024 10.00 AM";"0";"156";"297";"141";"542";"542"
"12/09/2024 10.15 AM";"0";"104";"195";"91";"625";"625"
"12/09/2024 10.30 AM";"0";"82";"177";"95";"717";"717"
"12/09/2024 10.45 AM";"0";"134";"225";"92";"647";"647"
"12/09/2024 11.00 AM";"676";"157";"928";"95";"1,581";"1,581"
"12/09/2024 11.15 AM";"584";"104";"787";"99";"1,272";"1,272"
"12/09/2024 11.30 AM";"214";"83";"473";"175";"887";"887"
"12/09/2024 11.45 AM";"334";"293";"813";"186";"1,423";"1,423"
"12/09/2024 12.00 PM";"0";"3,684";"3,874";"190";"791";"791"
"12/09/2024 12.15 PM";"0";"5,234";"5,430";"196";"420";"420"
"12/09/2024 12.30 PM";"0";"5,408";"5,602";"195";"466";"466"
"12/09/2024 12.45 PM";"0";"2,137";"2,243";"107";"532";"532"
"12/09/2024 01.00 PM";"0";"82";"176";"94";"398";"398"
"12/09/2024 01.15 PM";"0";"127";"222";"95";"341";"341"
"12/09/2024 01.30 PM";"0";"155";"250";"95";"282";"282"
"12/09/2024 01.45 PM";"0";"107";"202";"95";"285";"285"
"12/09/2024 02.00 PM";"0";"82";"177";"95";"279";"279"
"12/09/2024 02.15 PM";"0";"130";"279";"150";"311";"311"
"12/09/2024 02.30 PM";"0";"157";"343";"186";"271";"271"
"12/09/2024 02.45 PM";"0";"106";"291";"184";"257";"257"
"12/09/2024 03.00 PM";"0";"83";"265";"182";"152";"152"
"12/09/2024 03.15 PM";"0";"2,256";"2,436";"180";"115";"115"
"12/09/2024 03.30 PM";"0";"5,125";"5,489";"364";"59";"59"
"12/09/2024 03.45 PM";"0";"5,395";"5,893";"498";"19";"19"
"12/09/2024 04.00 PM";"0";"4,291";"5,096";"804";"1";"1"
"12/09/2024 04.15 PM";"0";"3,244";"5,377";"2,133";"0";"0"
"12/09/2024 04.30 PM";"0";"86";"2,527";"2,441";"0";"0"
"12/09/2024 04.45 PM";"0";"90";"1,893";"1,803";"0";"0"
"12/09/2024 05.00 PM";"0";"153";"1,507";"1,354";"0";"0"
"12/09/2024 05.15 PM";"0";"146";"910";"764";"0";"0"
"12/09/2024 05.30 PM";"0";"83";"707";"624";"0";"0"
"12/09/2024 05.45 PM";"0";"92";"404";"312";"0";"0"
"12/09/2024 06.00 PM";"0";"154";"390";"236";"0";"0"
"12/09/2024 06.15 PM";"0";"1,437";"1,877";"440";"0";"0"
"12/09/2024 06.30 PM";"0";"4,744";"5,184";"440";"0";"0"
"12/09/2024 06.45 PM";"0";"5,394";"5,831";"437";"0";"0"
"12/09/2024 07.00 PM";"179";"3,909";"4,911";"823";"0";"0"
"12/09/2024 07.15 PM";"106";"85";"1,305";"1,114";"0";"0"
"12/09/2024 07.30 PM";"0";"105";"714";"609";"0";"0"
"12/09/2024 07.45 PM";"180";"155";"731";"396";"0";"0"
"12/09/2024 08.00 PM";"0";"132";"530";"397";"0";"0"
"12/09/2024 08.15 PM";"0";"1,231";"1,550";"319";"0";"0"
"12/09/2024 08.30 PM";"0";"4,694";"5,061";"367";"0";"0"
"12/09/2024 08.45 PM";"0";"2,600";"2,956";"356";"0";"0"
"12/09/2024 09.00 PM";"0";"5,509";"5,844";"335";"0";"0"
"12/09/2024 09.15 PM";"0";"1,619";"1,881";"261";"0";"0"
"12/09/2024 09.30 PM";"0";"84";"262";"178";"0";"0"
"12/09/2024 09.45 PM";"0";"136";"311";"175";"0";"0"
"12/09/2024 10.00 PM";"0";"156";"331";"175";"0";"0"
"12/09/2024 10.15 PM";"0";"101";"360";"259";"0";"0"
"12/09/2024 10.30 PM";"0";"83";"346";"262";"0";"0"
"12/09/2024 10.45 PM";"0";"288";"544";"256";"0";"0"
"12/09/2024 11.00 PM";"0";"3,720";"3,993";"272";"0";"0"
"12/09/2024 11.15 PM";"0";"5,328";"5,601";"272";"0";"0"
