sep=;
"11/02/2024 12.15 AM";"0";"153";"355";"202";"0";"0"
"11/02/2024 12.30 AM";"0";"79";"254";"175";"0";"0"
"11/02/2024 12.45 AM";"0";"82";"253";"171";"0";"0"
"11/02/2024 01.00 AM";"0";"154";"279";"125";"0";"0"
"11/02/2024 01.15 AM";"0";"153";"241";"88";"0";"0"
"11/02/2024 01.30 AM";"0";"794";"880";"86";"0";"0"
"11/02/2024 01.45 AM";"0";"3,539";"3,643";"104";"0";"0"
"11/02/2024 02.00 AM";"0";"3,962";"4,074";"112";"0";"0"
"11/02/2024 02.15 AM";"0";"4,074";"4,253";"178";"0";"0"
"11/02/2024 02.30 AM";"0";"660";"848";"188";"0";"0"
"11/02/2024 02.45 AM";"0";"79";"251";"172";"0";"0"
"11/02/2024 03.00 AM";"0";"141";"313";"173";"0";"0"
"11/02/2024 03.15 AM";"0";"153";"323";"170";"0";"0"
"11/02/2024 03.30 AM";"0";"87";"231";"144";"0";"0"
"11/02/2024 03.45 AM";"0";"78";"166";"88";"0";"0"
"11/02/2024 04.00 AM";"0";"144";"230";"86";"0";"0"
"11/02/2024 04.15 AM";"0";"155";"241";"86";"0";"0"
"11/02/2024 04.30 AM";"0";"86";"178";"92";"0";"0"
"11/02/2024 04.45 AM";"0";"78";"164";"86";"0";"0"
"11/02/2024 05.00 AM";"0";"147";"327";"180";"0";"0"
"11/02/2024 05.15 AM";"0";"156";"330";"174";"0";"0"
"11/02/2024 05.30 AM";"0";"84";"254";"170";"0";"0"
"11/02/2024 05.45 AM";"0";"79";"249";"170";"0";"0"
"11/02/2024 06.00 AM";"0";"149";"266";"117";"0";"0"
"11/02/2024 06.15 AM";"0";"156";"245";"89";"0";"0"
"11/02/2024 06.30 AM";"0";"1,552";"1,642";"90";"0";"0"
"11/02/2024 06.45 AM";"0";"3,683";"3,796";"113";"0";"0"
"11/02/2024 07.00 AM";"0";"3,868";"3,980";"112";"0";"0"
"11/02/2024 07.15 AM";"0";"4,010";"4,162";"152";"0";"0"
"11/02/2024 07.30 AM";"0";"3,156";"3,355";"199";"0";"0"
"11/02/2024 07.45 AM";"0";"81";"255";"174";"87";"87"
"11/02/2024 08.00 AM";"0";"95";"271";"176";"212";"212"
"11/02/2024 08.15 AM";"0";"151";"319";"168";"319";"319"
"11/02/2024 08.30 AM";"0";"134";"221";"87";"497";"497"
"11/02/2024 08.45 AM";"0";"78";"168";"90";"656";"656"
"11/02/2024 09.00 AM";"0";"97";"186";"88";"683";"683"
"11/02/2024 09.15 AM";"249";"154";"567";"163";"997";"997"
"11/02/2024 09.30 AM";"285";"135";"608";"188";"1,158";"1,158"
"11/02/2024 09.45 AM";"0";"80";"919";"839";"1,160";"1,160"
"11/02/2024 10.00 AM";"0";"100";"1,360";"1,260";"1,155";"1,155"
"11/02/2024 10.15 AM";"0";"156";"879";"723";"1,553";"1,553"
"11/02/2024 10.30 AM";"0";"1,730";"1,925";"195";"1,749";"1,749"
"11/02/2024 10.45 AM";"0";"3,887";"4,353";"465";"1,744";"1,744"
"11/02/2024 11.00 AM";"0";"4,003";"4,220";"217";"2,019";"2,019"
"11/02/2024 11.15 AM";"0";"2,979";"3,426";"446";"2,538";"2,538"
"11/02/2024 11.30 AM";"0";"82";"289";"207";"1,580";"1,580"
"11/02/2024 11.45 AM";"0";"100";"332";"232";"2,284";"2,284"
"11/02/2024 12.00 PM";"0";"154";"370";"216";"2,152";"2,152"
"11/02/2024 12.15 PM";"0";"1,688";"1,946";"259";"2,621";"2,621"
"11/02/2024 12.30 PM";"254";"98";"684";"332";"2,143";"2,143"
"11/02/2024 12.45 PM";"256";"2,546";"3,246";"444";"2,369";"2,369"
"11/02/2024 01.00 PM";"0";"4,253";"4,599";"347";"2,488";"2,488"
"11/02/2024 01.15 PM";"360";"2,241";"2,866";"265";"1,471";"1,471"
"11/02/2024 01.30 PM";"315";"145";"698";"237";"1,434";"1,434"
"11/02/2024 01.45 PM";"305";"182";"692";"205";"1,549";"1,549"
"11/02/2024 02.00 PM";"259";"219";"637";"159";"1,101";"1,101"
"11/02/2024 02.15 PM";"172";"165";"485";"148";"864";"864"
"11/02/2024 02.30 PM";"0";"1,732";"1,830";"97";"921";"921"
"11/02/2024 02.45 PM";"230";"842";"1,177";"105";"838";"838"
"11/02/2024 03.00 PM";"0";"157";"308";"151";"475";"475"
"11/02/2024 03.15 PM";"0";"114";"297";"183";"388";"388"
"11/02/2024 03.30 PM";"0";"81";"258";"177";"267";"267"
"11/02/2024 03.45 PM";"0";"123";"296";"174";"198";"198"
"11/02/2024 04.00 PM";"0";"156";"325";"169";"276";"276"
"11/02/2024 04.15 PM";"0";"110";"241";"132";"169";"169"
"11/02/2024 04.30 PM";"0";"78";"185";"107";"83";"83"
"11/02/2024 04.45 PM";"0";"123";"292";"169";"24";"24"
"11/02/2024 05.00 PM";"0";"154";"463";"309";"0";"0"
"11/02/2024 05.15 PM";"0";"107";"721";"613";"0";"0"
"11/02/2024 05.30 PM";"0";"78";"719";"641";"0";"0"
"11/02/2024 05.45 PM";"0";"124";"504";"380";"0";"0"
"11/02/2024 06.00 PM";"0";"155";"441";"287";"0";"0"
"11/02/2024 06.15 PM";"0";"105";"569";"464";"0";"0"
"11/02/2024 06.30 PM";"0";"77";"419";"342";"0";"0"
"11/02/2024 06.45 PM";"0";"127";"507";"380";"0";"0"
"11/02/2024 07.00 PM";"0";"157";"811";"654";"0";"0"
"11/02/2024 07.15 PM";"0";"1,936";"2,598";"662";"0";"0"
"11/02/2024 07.30 PM";"0";"3,771";"4,756";"985";"0";"0"
"11/02/2024 07.45 PM";"0";"3,953";"4,332";"379";"0";"0"
"11/02/2024 08.00 PM";"0";"4,064";"4,375";"311";"0";"0"
"11/02/2024 08.15 PM";"0";"84";"600";"515";"0";"0"
"11/02/2024 08.30 PM";"0";"80";"369";"289";"0";"0"
"11/02/2024 08.45 PM";"0";"152";"423";"271";"0";"0"
"11/02/2024 09.00 PM";"0";"152";"463";"311";"0";"0"
"11/02/2024 09.15 PM";"0";"79";"504";"425";"0";"0"
"11/02/2024 09.30 PM";"0";"82";"429";"347";"0";"0"
"11/02/2024 09.45 PM";"0";"382";"762";"380";"0";"0"
"11/02/2024 10.00 PM";"0";"3,306";"3,701";"394";"0";"0"
"11/02/2024 10.15 PM";"0";"3,789";"4,871";"1,083";"0";"0"
"11/02/2024 10.30 PM";"0";"3,898";"4,420";"523";"0";"0"
"11/02/2024 10.45 PM";"0";"3,984";"4,316";"332";"0";"0"
"11/02/2024 11.00 PM";"0";"2,800";"3,073";"274";"0";"0"
"11/02/2024 11.15 PM";"0";"81";"332";"251";"0";"0"
"11/02/2024 11.30 PM";"0";"102";"367";"264";"0";"0"
"11/02/2024 11.45 PM";"0";"153";"401";"248";"0";"0"
"11/03/2024 12.00 AM";"0";"128";"337";"209";"0";"0"
"11/03/2024 12.15 AM";"0";"79";"249";"170";"0";"0"
"11/03/2024 12.30 AM";"0";"104";"276";"171";"0";"0"
"11/03/2024 12.45 AM";"0";"153";"279";"126";"0";"0"
"11/03/2024 01.00 AM";"0";"126";"237";"111";"0";"0"
"11/03/2024 01.15 AM";"0";"79";"252";"173";"0";"0"
"11/03/2024 01.30 AM";"0";"107";"277";"170";"0";"0"
"11/03/2024 01.45 AM";"0";"155";"322";"168";"0";"0"
"11/03/2024 02.00 AM";"0";"1,805";"1,975";"171";"0";"0"
"11/03/2024 02.15 AM";"0";"3,758";"3,946";"188";"0";"0"
"11/03/2024 02.30 AM";"0";"3,948";"4,062";"113";"0";"0"
"11/03/2024 02.45 AM";"0";"4,064";"4,172";"108";"0";"0"
"11/03/2024 03.00 AM";"0";"1,070";"1,163";"93";"0";"0"
"11/03/2024 03.15 AM";"0";"79";"164";"85";"0";"0"
"11/03/2024 03.30 AM";"0";"134";"263";"130";"0";"0"
"11/03/2024 03.45 AM";"0";"152";"328";"175";"0";"0"
"11/03/2024 04.00 AM";"0";"95";"265";"170";"0";"0"
"11/03/2024 04.15 AM";"0";"79";"246";"167";"0";"0"
"11/03/2024 04.30 AM";"0";"137";"302";"165";"0";"0"
"11/03/2024 04.45 AM";"0";"154";"308";"153";"0";"0"
"11/03/2024 05.00 AM";"0";"94";"177";"83";"0";"0"
"11/03/2024 05.15 AM";"0";"78";"161";"83";"0";"0"
"11/03/2024 05.30 AM";"0";"139";"222";"83";"0";"0"
"11/03/2024 05.45 AM";"0";"1,692";"1,778";"86";"0";"0"
"11/03/2024 06.00 AM";"0";"3,737";"3,873";"136";"0";"0"
"11/03/2024 06.15 AM";"0";"3,935";"4,136";"201";"0";"0"
"11/03/2024 06.30 AM";"0";"4,053";"4,250";"196";"0";"0"
"11/03/2024 06.45 AM";"0";"2,249";"2,440";"191";"0";"0"
"11/03/2024 07.00 AM";"0";"79";"248";"168";"0";"0"
"11/03/2024 07.15 AM";"0";"119";"263";"144";"0";"0"
"11/03/2024 07.30 AM";"0";"149";"232";"83";"83";"83"
"11/03/2024 07.45 AM";"0";"105";"190";"85";"270";"270"
"11/03/2024 08.00 AM";"0";"78";"160";"82";"550";"550"
"11/03/2024 08.15 AM";"247";"122";"456";"88";"817";"817"
"11/03/2024 08.30 AM";"411";"774";"1,274";"89";"1,419";"1,419"
"11/03/2024 08.45 AM";"0";"3,649";"3,846";"197";"1,883";"1,883"
"11/03/2024 09.00 AM";"252";"4,078";"4,536";"206";"2,196";"2,196"
"11/03/2024 09.15 AM";"328";"84";"828";"416";"2,340";"2,340"
"11/03/2024 09.30 AM";"262";"81";"874";"530";"3,095";"3,095"
"11/03/2024 09.45 AM";"177";"1,308";"3,572";"2,087";"4,229";"4,229"
"11/03/2024 10.00 AM";"0";"4,107";"6,492";"2,386";"5,073";"5,073"
"11/03/2024 10.15 AM";"236";"2,558";"3,677";"883";"5,346";"5,346"
"11/03/2024 10.30 AM";"331";"264";"1,118";"524";"5,497";"5,497"
"11/03/2024 10.45 AM";"182";"769";"1,247";"296";"5,567";"5,567"
"11/03/2024 11.00 AM";"256";"1,630";"2,040";"153";"5,864";"5,864"
"11/03/2024 11.15 AM";"183";"826";"1,829";"820";"5,656";"5,656"
"11/03/2024 11.30 AM";"233";"859";"3,367";"2,275";"5,556";"5,556"
"11/03/2024 11.45 AM";"213";"173";"2,714";"2,328";"5,564";"5,564"
"11/03/2024 12.00 PM";"220";"204";"1,106";"682";"5,785";"5,785"
"11/03/2024 12.15 PM";"174";"1,619";"2,522";"728";"5,253";"5,253"
"11/03/2024 12.30 PM";"228";"330";"1,372";"814";"5,079";"5,079"
"11/03/2024 12.45 PM";"219";"120";"1,783";"1,445";"5,403";"5,403"
"11/03/2024 01.00 PM";"220";"161";"673";"293";"5,486";"5,486"
"11/03/2024 01.15 PM";"212";"119";"548";"218";"5,259";"5,259"
"11/03/2024 01.30 PM";"213";"80";"636";"344";"5,403";"5,403"
"11/03/2024 01.45 PM";"210";"124";"550";"217";"4,904";"4,904"
"11/03/2024 02.00 PM";"214";"766";"1,231";"251";"4,624";"4,624"
"11/03/2024 02.15 PM";"184";"495";"2,708";"2,029";"4,453";"4,453"
"11/03/2024 02.30 PM";"290";"144";"2,751";"2,317";"4,107";"4,107"
"11/03/2024 02.45 PM";"242";"187";"1,261";"832";"4,098";"4,098"
"11/03/2024 03.00 PM";"270";"226";"1,005";"509";"3,896";"3,896"
"11/03/2024 03.15 PM";"264";"182";"971";"526";"3,706";"3,706"
"11/03/2024 03.30 PM";"245";"131";"771";"395";"3,126";"3,126"
"11/03/2024 03.45 PM";"221";"691";"1,270";"358";"1,695";"1,695"
"11/03/2024 04.00 PM";"0";"2,098";"2,548";"450";"753";"753"
"11/03/2024 04.15 PM";"0";"117";"580";"463";"612";"612"
"11/03/2024 04.30 PM";"0";"82";"504";"422";"431";"431"
"11/03/2024 04.45 PM";"0";"127";"513";"386";"207";"207"
"11/03/2024 05.00 PM";"0";"161";"427";"267";"50";"50"
"11/03/2024 05.15 PM";"0";"111";"453";"342";"0";"0"
"11/03/2024 05.30 PM";"0";"1,096";"1,629";"534";"0";"0"
"11/03/2024 05.45 PM";"0";"3,679";"5,440";"1,761";"0";"0"
"11/03/2024 06.00 PM";"0";"3,981";"5,040";"1,059";"0";"0"
"11/03/2024 06.15 PM";"0";"4,069";"4,669";"601";"0";"0"
"11/03/2024 06.30 PM";"0";"2,668";"3,101";"432";"0";"0"
"11/03/2024 06.45 PM";"0";"80";"404";"325";"0";"0"
"11/03/2024 07.00 PM";"0";"104";"761";"658";"0";"0"
"11/03/2024 07.15 PM";"0";"151";"1,920";"1,770";"0";"0"
"11/03/2024 07.30 PM";"0";"124";"758";"635";"0";"0"
"11/03/2024 07.45 PM";"0";"79";"647";"567";"0";"0"
"11/03/2024 08.00 PM";"0";"108";"461";"353";"0";"0"
"11/03/2024 08.15 PM";"0";"154";"1,591";"1,437";"0";"0"
"11/03/2024 08.30 PM";"0";"125";"683";"558";"0";"0"
"11/03/2024 08.45 PM";"0";"80";"326";"246";"0";"0"
"11/03/2024 09.00 PM";"0";"111";"311";"200";"0";"0"
"11/03/2024 09.15 PM";"0";"1,588";"2,169";"581";"0";"0"
"11/03/2024 09.30 PM";"0";"5,057";"5,570";"513";"0";"0"
"11/03/2024 09.45 PM";"0";"5,645";"5,950";"305";"0";"0"
"11/03/2024 10.00 PM";"0";"4,162";"4,473";"311";"0";"0"
"11/03/2024 10.15 PM";"0";"4,375";"4,803";"428";"0";"0"
"11/03/2024 10.30 PM";"0";"3,902";"4,328";"426";"0";"0"
"11/03/2024 10.45 PM";"0";"81";"481";"400";"0";"0"
"11/03/2024 11.00 PM";"0";"105";"486";"382";"0";"0"
"11/03/2024 11.15 PM";"0";"152";"398";"246";"0";"0"
"11/03/2024 11.30 PM";"0";"124";"364";"240";"0";"0"
"11/03/2024 11.45 PM";"0";"79";"319";"240";"0";"0"
"11/04/2024 12.00 AM";"0";"107";"220";"113";"0";"0"
"11/04/2024 12.15 AM";"0";"153";"246";"94";"0";"0"
"11/04/2024 12.30 AM";"0";"123";"302";"179";"0";"0"
"11/04/2024 12.45 AM";"0";"79";"252";"173";"0";"0"
"11/04/2024 01.00 AM";"0";"451";"618";"167";"0";"0"
"11/04/2024 01.15 AM";"0";"3,977";"4,161";"184";"0";"0"
"11/04/2024 01.30 AM";"0";"5,544";"5,730";"186";"0";"0"
"11/04/2024 01.45 AM";"0";"5,580";"5,702";"122";"0";"0"
"11/04/2024 02.00 AM";"0";"2,854";"2,942";"88";"0";"0"
"11/04/2024 02.15 AM";"0";"3,473";"3,584";"112";"0";"0"
"11/04/2024 02.30 AM";"0";"81";"165";"84";"0";"0"
"11/04/2024 02.45 AM";"0";"109";"213";"105";"0";"0"
"11/04/2024 03.00 AM";"0";"150";"329";"179";"0";"0"
"11/04/2024 03.15 AM";"0";"120";"294";"174";"0";"0"
"11/04/2024 03.30 AM";"0";"79";"250";"171";"0";"0"
"11/04/2024 03.45 AM";"0";"111";"279";"168";"0";"0"
"11/04/2024 04.00 AM";"0";"152";"302";"150";"0";"0"
"11/04/2024 04.15 AM";"0";"119";"203";"84";"0";"0"
"11/04/2024 04.30 AM";"0";"79";"163";"84";"0";"0"
"11/04/2024 04.45 AM";"0";"1,462";"1,549";"87";"0";"0"
"11/04/2024 05.00 AM";"0";"4,853";"4,958";"105";"0";"0"
"11/04/2024 05.15 AM";"0";"5,659";"5,775";"116";"0";"0"
"11/04/2024 05.30 AM";"0";"2,724";"2,914";"190";"0";"0"
"11/04/2024 05.45 AM";"0";"5,782";"5,982";"201";"0";"0"
"11/04/2024 06.00 AM";"0";"2,374";"2,562";"188";"0";"0"
"11/04/2024 06.15 AM";"0";"79";"247";"167";"0";"0"
"11/04/2024 06.30 AM";"0";"121";"296";"175";"0";"0"
"11/04/2024 06.45 AM";"0";"150";"385";"235";"0";"0"
"11/04/2024 07.00 AM";"0";"104";"538";"435";"0";"0"
"11/04/2024 07.15 AM";"0";"79";"433";"354";"0";"0"
"11/04/2024 07.30 AM";"0";"126";"589";"462";"73";"73"
"11/04/2024 07.45 AM";"0";"155";"891";"737";"324";"324"
"11/04/2024 08.00 AM";"0";"106";"580";"474";"565";"565"
"11/04/2024 08.15 AM";"0";"213";"637";"424";"810";"810"
"11/04/2024 08.30 AM";"0";"3,827";"4,066";"239";"970";"970"
"11/04/2024 08.45 AM";"0";"5,531";"5,663";"132";"996";"996"
"11/04/2024 09.00 AM";"198";"2,891";"3,190";"101";"1,332";"1,332"
"11/04/2024 09.15 AM";"56";"5,329";"5,496";"111";"1,378";"1,378"
"11/04/2024 09.30 AM";"0";"5,943";"6,055";"112";"1,553";"1,553"
"11/04/2024 09.45 AM";"458";"1,632";"2,211";"121";"1,608";"1,608"
"11/04/2024 10.00 AM";"332";"78";"586";"175";"1,702";"1,702"
"11/04/2024 10.15 AM";"330";"131";"632";"171";"1,931";"1,931"
"11/04/2024 10.30 AM";"238";"152";"552";"162";"2,137";"2,137"
"11/04/2024 10.45 AM";"221";"96";"470";"154";"2,531";"2,531"
"11/04/2024 11.00 AM";"161";"1,263";"1,553";"129";"2,635";"2,635"
"11/04/2024 11.15 AM";"0";"4,318";"4,426";"108";"2,465";"2,465"
"11/04/2024 11.30 AM";"348";"82";"516";"87";"2,487";"2,487"
"11/04/2024 11.45 AM";"282";"88";"452";"81";"2,485";"2,485"
"11/04/2024 12.00 PM";"211";"150";"437";"76";"2,362";"2,362"
"11/04/2024 12.15 PM";"214";"140";"455";"100";"2,271";"2,271"
"11/04/2024 12.30 PM";"213";"79";"459";"167";"2,267";"2,267"
"11/04/2024 12.45 PM";"213";"90";"479";"176";"2,125";"2,125"
"11/04/2024 01.00 PM";"108";"1,684";"1,946";"154";"2,388";"2,388"
"11/04/2024 01.15 PM";"44";"3,065";"3,308";"199";"2,092";"2,092"
"11/04/2024 01.30 PM";"337";"82";"521";"103";"3,398";"3,398"
"11/04/2024 01.45 PM";"254";"95";"450";"101";"3,756";"3,756"
"11/04/2024 02.00 PM";"211";"151";"415";"53";"3,995";"3,995"
"11/04/2024 02.15 PM";"218";"135";"421";"68";"4,968";"4,968"
"11/04/2024 02.30 PM";"189";"79";"347";"80";"4,708";"4,708"
"11/04/2024 02.45 PM";"192";"99";"361";"71";"4,510";"4,510"
"11/04/2024 03.00 PM";"215";"155";"518";"148";"4,339";"4,339"
"11/04/2024 03.15 PM";"13";"136";"984";"835";"4,052";"4,052"
"11/04/2024 03.30 PM";"0";"920";"2,898";"1,978";"3,470";"3,470"
"11/04/2024 03.45 PM";"0";"743";"3,703";"2,960";"1,226";"1,226"
"11/04/2024 04.00 PM";"0";"827";"3,503";"2,676";"388";"388"
"11/04/2024 04.15 PM";"0";"1,393";"3,784";"2,391";"294";"294"
"11/04/2024 04.30 PM";"0";"139";"514";"375";"196";"196"
"11/04/2024 04.45 PM";"0";"152";"320";"167";"95";"95"
"11/04/2024 05.00 PM";"0";"529";"684";"155";"15";"15"
"11/04/2024 05.15 PM";"0";"1,958";"2,129";"170";"0";"0"
"11/04/2024 05.30 PM";"0";"4,065";"4,247";"182";"0";"0"
"11/04/2024 05.45 PM";"0";"5,525";"5,700";"175";"0";"0"
"11/04/2024 06.00 PM";"0";"5,745";"5,967";"222";"0";"0"
"11/04/2024 06.15 PM";"0";"4,539";"4,753";"214";"0";"0"
"11/04/2024 06.30 PM";"0";"81";"248";"167";"0";"0"
"11/04/2024 06.45 PM";"0";"95";"258";"163";"0";"0"
"11/04/2024 07.00 PM";"0";"150";"342";"193";"0";"0"
"11/04/2024 07.15 PM";"0";"132";"443";"311";"0";"0"
"11/04/2024 07.30 PM";"0";"79";"906";"827";"0";"0"
"11/04/2024 07.45 PM";"0";"98";"342";"244";"0";"0"
"11/04/2024 08.00 PM";"0";"153";"417";"264";"0";"0"
"11/04/2024 08.15 PM";"0";"132";"496";"364";"0";"0"
"11/04/2024 08.30 PM";"0";"79";"224";"145";"0";"0"
"11/04/2024 08.45 PM";"0";"1,621";"1,750";"129";"0";"0"
"11/04/2024 09.00 PM";"0";"3,748";"3,856";"108";"0";"0"
"11/04/2024 09.15 PM";"0";"3,783";"3,938";"155";"0";"0"
"11/04/2024 09.30 PM";"0";"5,601";"5,823";"221";"0";"0"
"11/04/2024 09.45 PM";"0";"5,787";"6,151";"364";"0";"0"
"11/04/2024 10.00 PM";"0";"3,110";"3,518";"408";"0";"0"
"11/04/2024 10.15 PM";"0";"5,151";"5,538";"388";"0";"0"
