sep=;
"Version";"4";;;;;
"Language";"en-US";;;;;
"Local export date";"29.12.2024 10:18:10";;;;;
"Export UTC date";"2024-12-29T09:18:10.372Z";;;;;
"Time zone";"Europe/Berlin";;;;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;;;
"Time period";"Bad Heizkörper [W]";"Heizung WP Verb [W]";"Total consumption [W]";"Base load [W]";"Total generation [W]";"PV generation [W]"
"12/20/2024 12.15 AM";"0";"5,200";"5,551";"350";"0";"0"
"12/20/2024 12.30 AM";"0";"5,017";"5,239";"221";"0";"0"
"12/20/2024 12.45 AM";"0";"86";"281";"194";"0";"0"
"12/20/2024 01.00 AM";"0";"89";"243";"154";"0";"0"
"12/20/2024 01.15 AM";"0";"153";"255";"103";"0";"0"
"12/20/2024 01.30 AM";"0";"146";"249";"102";"0";"0"
"12/20/2024 01.45 AM";"0";"83";"187";"104";"0";"0"
"12/20/2024 02.00 AM";"0";"91";"194";"103";"0";"0"
"12/20/2024 02.15 AM";"0";"156";"261";"105";"0";"0"
"12/20/2024 02.30 AM";"0";"148";"262";"114";"0";"0"
"12/20/2024 02.45 AM";"0";"3,053";"3,252";"200";"0";"0"
"12/20/2024 03.00 AM";"0";"5,196";"5,411";"215";"0";"0"
"12/20/2024 03.15 AM";"0";"4,078";"4,292";"214";"0";"0"
"12/20/2024 03.30 AM";"0";"3,884";"4,072";"188";"0";"0"
"12/20/2024 03.45 AM";"0";"4,313";"4,512";"199";"0";"0"
"12/20/2024 04.00 AM";"0";"85";"241";"156";"0";"0"
"12/20/2024 04.15 AM";"0";"98";"201";"103";"0";"0"
"12/20/2024 04.30 AM";"0";"154";"257";"104";"0";"0"
"12/20/2024 04.45 AM";"0";"137";"245";"107";"0";"0"
"12/20/2024 05.00 AM";"0";"83";"188";"105";"0";"0"
"12/20/2024 05.15 AM";"0";"100";"204";"105";"0";"0"
"12/20/2024 05.30 AM";"0";"155";"313";"158";"0";"0"
"12/20/2024 05.45 AM";"0";"136";"332";"196";"0";"0"
"12/20/2024 06.00 AM";"0";"1,085";"1,272";"187";"0";"0"
"12/20/2024 06.15 AM";"0";"4,470";"4,671";"200";"0";"0"
"12/20/2024 06.30 AM";"0";"5,286";"5,517";"231";"0";"0"
"12/20/2024 06.45 AM";"0";"5,473";"5,764";"291";"0";"0"
"12/20/2024 07.00 AM";"0";"2,555";"2,811";"256";"0";"0"
"12/20/2024 07.15 AM";"0";"83";"325";"242";"0";"0"
"12/20/2024 07.30 AM";"0";"121";"363";"241";"0";"0"
"12/20/2024 07.45 AM";"0";"154";"402";"248";"0";"0"
"12/20/2024 08.00 AM";"0";"113";"359";"246";"0";"0"
"12/20/2024 08.15 AM";"0";"82";"313";"231";"0";"0"
"12/20/2024 08.30 AM";"0";"124";"354";"230";"0";"0"
"12/20/2024 08.45 AM";"0";"158";"352";"194";"0";"0"
"12/20/2024 09.00 AM";"0";"170";"353";"183";"89";"89"
"12/20/2024 09.15 AM";"0";"3,518";"3,708";"191";"486";"486"
"12/20/2024 09.30 AM";"0";"5,216";"5,416";"200";"382";"382"
"12/20/2024 09.45 AM";"0";"4,565";"4,690";"125";"427";"427"
"12/20/2024 10.00 AM";"0";"3,322";"3,897";"575";"624";"624"
"12/20/2024 10.15 AM";"0";"2,173";"2,526";"354";"494";"494"
"12/20/2024 10.30 AM";"0";"83";"438";"356";"779";"779"
"12/20/2024 10.45 AM";"0";"125";"251";"126";"831";"831"
"12/20/2024 11.00 AM";"518";"155";"915";"242";"1,680";"1,680"
"12/20/2024 11.15 AM";"474";"110";"906";"322";"1,855";"1,855"
"12/20/2024 11.30 AM";"272";"83";"706";"351";"1,074";"1,074"
"12/20/2024 11.45 AM";"0";"129";"710";"581";"939";"939"
"12/20/2024 12.00 PM";"0";"158";"508";"350";"698";"698"
"12/20/2024 12.15 PM";"0";"109";"1,320";"1,211";"688";"688"
"12/20/2024 12.30 PM";"0";"1,994";"4,009";"2,015";"575";"575"
"12/20/2024 12.45 PM";"0";"5,076";"6,471";"1,395";"1,455";"1,455"
"12/20/2024 01.00 PM";"0";"5,356";"7,173";"1,817";"1,097";"1,097"
"12/20/2024 01.15 PM";"0";"4,043";"5,120";"1,077";"906";"906"
"12/20/2024 01.30 PM";"250";"84";"1,625";"1,290";"1,316";"1,316"
"12/20/2024 01.45 PM";"0";"103";"3,103";"3,000";"1,446";"1,446"
"12/20/2024 02.00 PM";"144";"155";"1,674";"1,376";"1,071";"1,071"
"12/20/2024 02.15 PM";"157";"134";"1,432";"1,141";"889";"889"
"12/20/2024 02.30 PM";"144";"82";"929";"703";"677";"677"
"12/20/2024 02.45 PM";"200";"104";"562";"257";"730";"730"
"12/20/2024 03.00 PM";"406";"158";"1,048";"485";"1,518";"1,518"
"12/20/2024 03.15 PM";"4";"1,783";"1,985";"198";"362";"362"
"12/20/2024 03.30 PM";"0";"4,991";"5,224";"233";"348";"348"
"12/20/2024 03.45 PM";"0";"5,438";"5,858";"420";"233";"233"
"12/20/2024 04.00 PM";"0";"1,015";"1,531";"516";"67";"67"
"12/20/2024 04.15 PM";"0";"83";"456";"373";"8";"8"
"12/20/2024 04.30 PM";"0";"140";"829";"689";"0";"0"
"12/20/2024 04.45 PM";"0";"153";"829";"676";"0";"0"
"12/20/2024 05.00 PM";"0";"92";"560";"468";"0";"0"
"12/20/2024 05.15 PM";"0";"82";"552";"470";"0";"0"
"12/20/2024 05.30 PM";"0";"145";"568";"423";"0";"0"
"12/20/2024 05.45 PM";"0";"1,477";"2,006";"529";"0";"0"
"12/20/2024 06.00 PM";"0";"4,739";"5,121";"382";"0";"0"
"12/20/2024 06.15 PM";"0";"5,390";"6,173";"783";"0";"0"
"12/20/2024 06.30 PM";"0";"2,861";"3,555";"694";"0";"0"
"12/20/2024 06.45 PM";"0";"85";"522";"437";"0";"0"
"12/20/2024 07.00 PM";"0";"118";"649";"531";"0";"0"
"12/20/2024 07.15 PM";"0";"154";"683";"529";"0";"0"
"12/20/2024 07.30 PM";"0";"118";"616";"498";"0";"0"
"12/20/2024 07.45 PM";"0";"83";"476";"393";"0";"0"
"12/20/2024 08.00 PM";"0";"600";"965";"365";"0";"0"
"12/20/2024 08.15 PM";"0";"4,155";"4,608";"453";"0";"0"
"12/20/2024 08.30 PM";"0";"2,865";"3,449";"584";"0";"0"
"12/20/2024 08.45 PM";"0";"5,470";"5,898";"427";"0";"0"
"12/20/2024 09.00 PM";"0";"5,020";"5,543";"524";"0";"0"
"12/20/2024 09.15 PM";"0";"88";"602";"514";"0";"0"
"12/20/2024 09.30 PM";"0";"93";"588";"495";"0";"0"
"12/20/2024 09.45 PM";"0";"156";"521";"366";"0";"0"
"12/20/2024 10.00 PM";"0";"147";"469";"322";"0";"0"
"12/20/2024 10.15 PM";"0";"2,688";"3,005";"316";"0";"0"
"12/20/2024 10.30 PM";"0";"5,345";"5,821";"477";"0";"0"
"12/20/2024 10.45 PM";"0";"5,518";"5,984";"466";"0";"0"
"12/20/2024 11.00 PM";"0";"4,277";"4,745";"468";"0";"0"
"12/20/2024 11.15 PM";"0";"3,473";"4,021";"548";"0";"0"
"12/20/2024 11.30 PM";"0";"86";"582";"496";"0";"0"
"12/20/2024 11.45 PM";"0";"88";"478";"390";"0";"0"
