sep=;
"Version";"4";;;;;
"Language";"en-US";;;;;
"Local export date";"29.12.2024 10:16:40";;;;;
"Export UTC date";"2024-12-29T09:16:40.489Z";;;;;
"Time zone";"Europe/Berlin";;;;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;;;
"Time period";"Bad Heizkörper [W]";"Heizung WP Verb [W]";"Total consumption [W]";"Base load [W]";"Total generation [W]";"PV generation [W]"
"11/18/2024 01.30 PM";"0";"4,216";"4,397";"181";"473";"473"
"11/18/2024 01.45 PM";"0";"687";"843";"155";"485";"485"
"11/18/2024 02.00 PM";"0";"87";"250";"163";"544";"544"
"11/18/2024 02.15 PM";"0";"149";"253";"104";"352";"352"
"11/18/2024 02.30 PM";"0";"160";"247";"87";"299";"299"
"11/18/2024 02.45 PM";"0";"722";"811";"89";"268";"268"
"11/18/2024 03.00 PM";"0";"4,683";"4,787";"105";"222";"222"
"11/18/2024 03.15 PM";"0";"2,004";"2,079";"76";"269";"269"
"11/18/2024 03.30 PM";"0";"86";"745";"658";"241";"241"
"11/18/2024 03.45 PM";"0";"135";"2,186";"2,052";"141";"141"
"11/18/2024 04.00 PM";"0";"157";"1,355";"1,197";"63";"63"
"11/18/2024 04.15 PM";"0";"107";"1,165";"1,058";"4";"4"
"11/18/2024 04.30 PM";"0";"1,950";"2,412";"462";"0";"0"
"11/18/2024 04.45 PM";"0";"5,699";"6,222";"523";"0";"0"
"11/18/2024 05.00 PM";"0";"466";"836";"370";"0";"0"
"11/18/2024 05.15 PM";"0";"87";"510";"423";"0";"0"
"11/18/2024 05.30 PM";"0";"154";"575";"421";"0";"0"
"11/18/2024 05.45 PM";"0";"160";"438";"278";"0";"0"
"11/18/2024 06.00 PM";"0";"99";"302";"203";"0";"0"
"11/18/2024 06.15 PM";"0";"3,741";"3,926";"185";"0";"0"
"11/18/2024 06.30 PM";"0";"5,826";"5,999";"172";"0";"0"
"11/18/2024 06.45 PM";"0";"91";"426";"335";"0";"0"
"11/18/2024 07.00 PM";"0";"90";"493";"403";"0";"0"
"11/18/2024 07.15 PM";"255";"449";"1,068";"364";"0";"0"
"11/18/2024 07.30 PM";"0";"4,281";"4,992";"711";"0";"0"
"11/18/2024 07.45 PM";"0";"6,102";"6,716";"614";"0";"0"
"11/18/2024 08.00 PM";"0";"323";"960";"638";"0";"0"
"11/18/2024 08.15 PM";"270";"90";"996";"636";"0";"0"
"11/18/2024 08.30 PM";"0";"157";"678";"521";"0";"0"
"11/18/2024 08.45 PM";"0";"161";"595";"434";"0";"0"
"11/18/2024 09.00 PM";"0";"89";"316";"227";"0";"0"
"11/18/2024 09.15 PM";"0";"915";"1,138";"223";"0";"0"
"11/18/2024 09.30 PM";"0";"4,870";"5,144";"274";"0";"0"
"11/18/2024 09.45 PM";"0";"5,988";"6,317";"329";"0";"0"
"11/18/2024 10.00 PM";"0";"4,100";"4,466";"367";"0";"0"
"11/18/2024 10.15 PM";"0";"96";"491";"395";"0";"0"
"11/18/2024 10.30 PM";"0";"138";"401";"263";"0";"0"
"11/18/2024 10.45 PM";"0";"142";"479";"337";"0";"0"
"11/18/2024 11.00 PM";"0";"163";"486";"323";"0";"0"
"11/18/2024 11.15 PM";"0";"2,675";"2,997";"322";"0";"0"
"11/18/2024 11.30 PM";"0";"1,641";"1,974";"333";"0";"0"
"11/18/2024 11.45 PM";"0";"90";"409";"319";"0";"0"
"11/19/2024 12.00 AM";"0";"466";"728";"262";"0";"0"
"11/19/2024 12.15 AM";"0";"4,409";"4,635";"227";"0";"0"
"11/19/2024 12.30 AM";"0";"1,557";"1,783";"225";"0";"0"
"11/19/2024 12.45 AM";"0";"89";"177";"88";"0";"0"
"11/19/2024 01.00 AM";"0";"141";"225";"84";"0";"0"
"11/19/2024 01.15 AM";"0";"2,938";"3,018";"80";"0";"0"
"11/19/2024 01.30 AM";"0";"2,912";"3,006";"94";"0";"0"
"11/19/2024 01.45 AM";"0";"89";"177";"88";"0";"0"
"11/19/2024 02.00 AM";"0";"208";"380";"172";"0";"0"
"11/19/2024 02.15 AM";"0";"3,224";"3,410";"186";"0";"0"
"11/19/2024 02.30 AM";"0";"92";"259";"167";"0";"0"
"11/19/2024 02.45 AM";"0";"1,326";"1,491";"165";"0";"0"
"11/19/2024 03.00 AM";"0";"5,191";"5,365";"174";"0";"0"
"11/19/2024 03.15 AM";"0";"278";"445";"167";"0";"0"
"11/19/2024 03.30 AM";"0";"89";"217";"128";"0";"0"
"11/19/2024 03.45 AM";"0";"337";"415";"79";"0";"0"
"11/19/2024 04.00 AM";"0";"3,345";"3,446";"102";"0";"0"
"11/19/2024 04.15 AM";"0";"92";"175";"83";"0";"0"
"11/19/2024 04.30 AM";"0";"94";"177";"83";"0";"0"
"11/19/2024 04.45 AM";"0";"1,422";"1,499";"77";"0";"0"
"11/19/2024 05.00 AM";"0";"4,080";"4,172";"92";"0";"0"
"11/19/2024 05.15 AM";"0";"128";"214";"86";"0";"0"
"11/19/2024 05.30 AM";"0";"87";"256";"169";"0";"0"
"11/19/2024 05.45 AM";"0";"158";"326";"168";"0";"0"
"11/19/2024 06.00 AM";"0";"159";"324";"165";"0";"0"
"11/19/2024 06.15 AM";"0";"2,137";"2,301";"165";"0";"0"
"11/19/2024 06.30 AM";"0";"4,170";"4,357";"187";"0";"0"
"11/19/2024 06.45 AM";"0";"828";"1,143";"315";"0";"0"
"11/19/2024 07.00 AM";"0";"87";"360";"273";"0";"0"
"11/19/2024 07.15 AM";"0";"145";"404";"260";"0";"0"
"11/19/2024 07.30 AM";"0";"158";"1,093";"935";"0";"0"
"11/19/2024 07.45 AM";"0";"1,356";"1,669";"312";"0";"0"
"11/19/2024 08.00 AM";"0";"3,970";"4,133";"163";"0";"0"
"11/19/2024 08.15 AM";"0";"2,165";"2,426";"261";"57";"57"
"11/19/2024 08.30 AM";"0";"89";"407";"318";"161";"161"
"11/19/2024 08.45 AM";"0";"124";"603";"479";"271";"271"
"11/19/2024 09.00 AM";"0";"2,166";"2,407";"241";"263";"263"
"11/19/2024 09.15 AM";"0";"3,915";"5,654";"1,739";"345";"345"
"11/19/2024 09.30 AM";"0";"1,057";"3,311";"2,253";"595";"595"
"11/19/2024 09.45 AM";"0";"1,286";"2,750";"1,464";"637";"637"
"11/19/2024 10.00 AM";"0";"1,195";"1,574";"379";"606";"606"
"11/19/2024 10.15 AM";"0";"4,046";"4,359";"313";"542";"542"
"11/19/2024 10.30 AM";"0";"451";"697";"246";"672";"672"
"11/19/2024 10.45 AM";"0";"1,666";"1,905";"239";"616";"616"
"11/19/2024 11.00 AM";"0";"583";"816";"233";"462";"462"
"11/19/2024 11.15 AM";"0";"2,760";"3,031";"271";"500";"500"
"11/19/2024 11.30 AM";"0";"730";"1,006";"276";"863";"863"
"11/19/2024 11.45 AM";"0";"89";"406";"317";"766";"766"
"11/19/2024 12.00 PM";"0";"567";"775";"208";"905";"905"
"11/19/2024 12.15 PM";"0";"3,730";"3,987";"257";"1,338";"1,338"
"11/19/2024 12.30 PM";"517";"93";"860";"250";"1,227";"1,227"
"11/19/2024 12.45 PM";"614";"91";"938";"232";"1,274";"1,274"
"11/19/2024 01.00 PM";"459";"162";"859";"239";"1,142";"1,142"
"11/19/2024 01.15 PM";"209";"2,113";"2,547";"225";"1,149";"1,149"
"11/19/2024 01.30 PM";"0";"1,416";"1,641";"225";"840";"840"
"11/19/2024 01.45 PM";"0";"89";"583";"494";"617";"617"
"11/19/2024 02.00 PM";"0";"139";"295";"156";"502";"502"
"11/19/2024 02.15 PM";"0";"2,695";"2,842";"147";"504";"504"
"11/19/2024 02.30 PM";"0";"485";"627";"142";"627";"627"
"11/19/2024 02.45 PM";"0";"87";"182";"95";"520";"520"
"11/19/2024 03.00 PM";"0";"154";"238";"84";"508";"508"
"11/19/2024 03.15 PM";"0";"163";"248";"85";"367";"367"
"11/19/2024 03.30 PM";"0";"92";"178";"86";"208";"208"
"11/19/2024 03.45 PM";"0";"148";"289";"140";"160";"160"
"11/19/2024 04.00 PM";"0";"3,509";"3,691";"182";"96";"96"
"11/19/2024 04.15 PM";"0";"1,891";"2,071";"180";"44";"44"
"11/19/2024 04.30 PM";"0";"88";"287";"199";"9";"9"
"11/19/2024 04.45 PM";"0";"129";"326";"197";"0";"0"
"11/19/2024 05.00 PM";"0";"162";"362";"200";"0";"0"
"11/19/2024 05.15 PM";"0";"118";"504";"386";"0";"0"
"11/19/2024 05.30 PM";"0";"88";"533";"446";"0";"0"
"11/19/2024 05.45 PM";"0";"132";"430";"298";"0";"0"
"11/19/2024 06.00 PM";"0";"164";"860";"697";"0";"0"
"11/19/2024 06.15 PM";"0";"1,431";"1,826";"395";"0";"0"
"11/19/2024 06.30 PM";"0";"4,098";"4,445";"347";"0";"0"
"11/19/2024 06.45 PM";"0";"328";"745";"417";"0";"0"
"11/19/2024 07.00 PM";"0";"87";"737";"650";"0";"0"
"11/19/2024 07.15 PM";"0";"156";"462";"306";"0";"0"
"11/19/2024 07.30 PM";"372";"275";"925";"278";"0";"0"
"11/19/2024 07.45 PM";"0";"2,949";"3,192";"243";"0";"0"
"11/19/2024 08.00 PM";"0";"4,041";"4,562";"521";"0";"0"
"11/19/2024 08.15 PM";"0";"4,159";"4,880";"721";"0";"0"
"11/19/2024 08.30 PM";"0";"4,309";"4,585";"276";"0";"0"
"11/19/2024 08.45 PM";"0";"786";"1,072";"286";"0";"0"
"11/19/2024 09.00 PM";"0";"88";"333";"245";"0";"0"
"11/19/2024 09.15 PM";"0";"149";"339";"190";"0";"0"
"11/19/2024 09.30 PM";"0";"162";"345";"183";"0";"0"
"11/19/2024 09.45 PM";"0";"1,655";"1,882";"228";"0";"0"
"11/19/2024 10.00 PM";"0";"4,108";"4,330";"222";"0";"0"
"11/19/2024 10.15 PM";"0";"2,087";"2,910";"823";"0";"0"
"11/19/2024 10.30 PM";"0";"91";"308";"217";"0";"0"
"11/19/2024 10.45 PM";"0";"127";"446";"319";"0";"0"
"11/19/2024 11.00 PM";"0";"394";"671";"277";"0";"0"
"11/19/2024 11.15 PM";"0";"3,738";"4,020";"282";"0";"0"
"11/19/2024 11.30 PM";"0";"4,127";"4,493";"367";"0";"0"
"11/19/2024 11.45 PM";"0";"94";"358";"265";"0";"0"
"11/20/2024 12.00 AM";"0";"90";"256";"166";"0";"0"
"11/20/2024 12.15 AM";"0";"159";"323";"164";"0";"0"
"11/20/2024 12.30 AM";"0";"156";"318";"162";"0";"0"
"11/20/2024 12.45 AM";"0";"339";"496";"157";"0";"0"
"11/20/2024 01.00 AM";"0";"4,081";"4,248";"167";"0";"0"
"11/20/2024 01.15 AM";"0";"4,496";"4,616";"120";"0";"0"
"11/20/2024 01.30 AM";"0";"89";"172";"83";"0";"0"
"11/20/2024 01.45 AM";"0";"106";"190";"84";"0";"0"
"11/20/2024 02.00 AM";"0";"157";"241";"84";"0";"0"
"11/20/2024 02.15 AM";"0";"137";"223";"86";"0";"0"
"11/20/2024 02.30 AM";"0";"2,916";"2,999";"83";"0";"0"
"11/20/2024 02.45 AM";"0";"5,913";"6,013";"100";"0";"0"
"11/20/2024 03.00 AM";"0";"176";"357";"180";"0";"0"
"11/20/2024 03.15 AM";"0";"87";"258";"171";"0";"0"
"11/20/2024 03.30 AM";"0";"156";"323";"168";"0";"0"
"11/20/2024 03.45 AM";"0";"157";"322";"165";"0";"0"
"11/20/2024 04.00 AM";"0";"3,258";"3,422";"164";"0";"0"
"11/20/2024 04.15 AM";"0";"5,929";"6,107";"178";"0";"0"
"11/20/2024 04.30 AM";"0";"1,410";"1,586";"175";"0";"0"
"11/20/2024 04.45 AM";"0";"86";"245";"159";"0";"0"
"11/20/2024 05.00 AM";"0";"141";"240";"100";"0";"0"
"11/20/2024 05.15 AM";"0";"102";"189";"87";"0";"0"
"11/20/2024 05.30 AM";"0";"43";"130";"86";"0";"0"
"11/20/2024 05.45 AM";"0";"29";"115";"86";"0";"0"
"11/20/2024 06.00 AM";"0";"88";"174";"87";"0";"0"
"11/20/2024 06.15 AM";"0";"102";"186";"84";"0";"0"
"11/20/2024 06.30 AM";"0";"41";"125";"84";"0";"0"
"11/20/2024 06.45 AM";"0";"29";"214";"185";"0";"0"
"11/20/2024 07.00 AM";"0";"90";"445";"355";"0";"0"
"11/20/2024 07.15 AM";"0";"104";"459";"355";"0";"0"
"11/20/2024 07.30 AM";"0";"40";"706";"666";"0";"0"
"11/20/2024 07.45 AM";"0";"29";"888";"859";"0";"0"
"11/20/2024 08.00 AM";"0";"91";"612";"522";"84";"84"
"11/20/2024 08.15 AM";"0";"103";"1,256";"1,153";"264";"264"
"11/20/2024 08.30 AM";"0";"38";"907";"869";"421";"421"
"11/20/2024 08.45 AM";"196";"29";"927";"702";"1,006";"1,006"
"11/20/2024 09.00 AM";"107";"94";"293";"91";"625";"625"
"11/20/2024 09.15 AM";"0";"790";"868";"78";"619";"619"
"11/20/2024 09.30 AM";"0";"4,379";"4,460";"81";"1,171";"1,171"
"11/20/2024 09.45 AM";"252";"2,955";"3,304";"97";"1,559";"1,559"
"11/20/2024 10.00 AM";"0";"5,947";"6,028";"81";"2,123";"2,123"
"11/20/2024 10.15 AM";"196";"3,520";"3,838";"122";"1,937";"1,937"
"11/20/2024 10.30 AM";"455";"88";"724";"180";"1,052";"1,052"
"11/20/2024 10.45 AM";"456";"119";"745";"171";"1,687";"1,687"
"11/20/2024 11.00 AM";"704";"159";"1,041";"177";"1,340";"1,340"
"11/20/2024 11.15 AM";"426";"127";"669";"117";"1,991";"1,991"
"11/20/2024 11.30 AM";"171";"3,250";"3,608";"187";"3,853";"3,853"
"11/20/2024 11.45 AM";"255";"5,247";"5,670";"167";"3,512";"3,512"
"11/20/2024 12.00 PM";"431";"92";"649";"126";"3,614";"3,614"
"11/20/2024 12.15 PM";"511";"97";"649";"42";"3,517";"3,517"
"11/20/2024 12.30 PM";"407";"159";"664";"98";"5,914";"5,914"
"11/20/2024 12.45 PM";"377";"150";"606";"80";"3,077";"3,077"
"11/20/2024 01.00 PM";"360";"87";"538";"92";"1,539";"1,539"
"11/20/2024 01.15 PM";"230";"1,604";"1,920";"86";"1,158";"1,158"
"11/20/2024 01.30 PM";"0";"5,340";"5,437";"97";"738";"738"
"11/20/2024 01.45 PM";"0";"3,027";"3,151";"124";"245";"245"
"11/20/2024 02.00 PM";"0";"88";"263";"175";"160";"160"
"11/20/2024 02.15 PM";"0";"123";"298";"175";"102";"102"
"11/20/2024 02.30 PM";"0";"159";"332";"172";"99";"99"
"11/20/2024 02.45 PM";"0";"121";"289";"168";"127";"127"
"11/20/2024 03.00 PM";"0";"1,843";"2,011";"169";"151";"151"
"11/20/2024 03.15 PM";"0";"5,490";"5,626";"136";"47";"47"
"11/20/2024 03.30 PM";"0";"2,090";"2,216";"126";"121";"121"
"11/20/2024 03.45 PM";"0";"87";"390";"303";"59";"59"
"11/20/2024 04.00 PM";"0";"133";"1,980";"1,847";"7";"7"
"11/20/2024 04.15 PM";"0";"158";"1,644";"1,486";"0";"0"
"11/20/2024 04.30 PM";"0";"370";"1,164";"794";"0";"0"
"11/20/2024 04.45 PM";"0";"4,010";"4,393";"383";"0";"0"
"11/20/2024 05.00 PM";"0";"3,104";"3,637";"533";"0";"0"
"11/20/2024 05.15 PM";"0";"6,058";"6,420";"362";"0";"0"
"11/20/2024 05.30 PM";"0";"1,850";"2,208";"358";"0";"0"
"11/20/2024 05.45 PM";"0";"87";"426";"339";"0";"0"
"11/20/2024 06.00 PM";"0";"137";"748";"611";"0";"0"
"11/20/2024 06.15 PM";"0";"158";"472";"314";"0";"0"
"11/20/2024 06.30 PM";"0";"766";"1,067";"302";"0";"0"
"11/20/2024 06.45 PM";"0";"4,565";"4,859";"294";"0";"0"
"11/20/2024 07.00 PM";"0";"4,972";"5,266";"295";"0";"0"
"11/20/2024 07.15 PM";"0";"90";"382";"292";"0";"0"
"11/20/2024 07.30 PM";"0";"100";"351";"251";"0";"0"
"11/20/2024 07.45 PM";"0";"157";"707";"550";"0";"0"
"11/20/2024 08.00 PM";"0";"414";"640";"226";"0";"0"
"11/20/2024 08.15 PM";"0";"4,040";"4,320";"279";"0";"0"
"11/20/2024 08.30 PM";"0";"5,804";"5,986";"182";"0";"0"
"11/20/2024 08.45 PM";"0";"5,951";"6,076";"124";"0";"0"
"11/20/2024 09.00 PM";"0";"6,087";"6,187";"101";"0";"0"
"11/20/2024 09.15 PM";"0";"151";"244";"93";"0";"0"
"11/20/2024 09.30 PM";"0";"89";"339";"250";"0";"0"
"11/20/2024 09.45 PM";"0";"159";"460";"301";"0";"0"
"11/20/2024 10.00 PM";"0";"608";"958";"351";"0";"0"
"11/20/2024 10.15 PM";"0";"3,991";"4,393";"403";"0";"0"
"11/20/2024 10.30 PM";"0";"3,033";"3,418";"385";"0";"0"
"11/20/2024 10.45 PM";"0";"5,993";"6,388";"395";"0";"0"
"11/20/2024 11.00 PM";"0";"4,706";"5,102";"396";"0";"0"
"11/20/2024 11.15 PM";"0";"92";"393";"301";"0";"0"
"11/20/2024 11.30 PM";"0";"104";"373";"269";"0";"0"
"11/20/2024 11.45 PM";"0";"1,529";"1,611";"82";"0";"0"
"11/21/2024 12.00 AM";"0";"5,230";"5,319";"89";"0";"0"
"11/21/2024 12.15 AM";"0";"4,187";"4,277";"90";"0";"0"
"11/21/2024 12.30 AM";"0";"91";"167";"76";"0";"0"
"11/21/2024 12.45 AM";"0";"109";"185";"76";"0";"0"
"11/21/2024 01.00 AM";"0";"1,935";"2,012";"77";"0";"0"
"11/21/2024 01.15 AM";"0";"2,953";"3,100";"147";"0";"0"
"11/21/2024 01.30 AM";"0";"5,636";"5,814";"178";"0";"0"
"11/21/2024 01.45 AM";"0";"3,249";"3,424";"176";"0";"0"
"11/21/2024 02.00 AM";"0";"89";"249";"160";"0";"0"
"11/21/2024 02.15 AM";"0";"207";"363";"156";"0";"0"
"11/21/2024 02.30 AM";"0";"3,962";"4,128";"165";"0";"0"
"11/21/2024 02.45 AM";"0";"5,864";"5,969";"104";"0";"0"
"11/21/2024 03.00 AM";"0";"1,158";"1,245";"87";"0";"0"
"11/21/2024 03.15 AM";"0";"89";"167";"77";"0";"0"
"11/21/2024 03.30 AM";"0";"430";"503";"73";"0";"0"
"11/21/2024 03.45 AM";"0";"4,244";"4,332";"88";"0";"0"
"11/21/2024 04.00 AM";"0";"5,636";"5,741";"106";"0";"0"
"11/21/2024 04.15 AM";"0";"93";"172";"79";"0";"0"
"11/21/2024 04.30 AM";"0";"93";"262";"169";"0";"0"
"11/21/2024 04.45 AM";"0";"1,078";"1,244";"166";"0";"0"
"11/21/2024 05.00 AM";"0";"4,897";"5,070";"173";"0";"0"
"11/21/2024 05.15 AM";"0";"73";"240";"167";"0";"0"
"11/21/2024 05.30 AM";"0";"29";"185";"156";"0";"0"
"11/21/2024 05.45 AM";"0";"96";"239";"143";"0";"0"
"11/21/2024 06.00 AM";"0";"97";"173";"76";"0";"0"
"11/21/2024 06.15 AM";"0";"29";"105";"76";"0";"0"
"11/21/2024 06.30 AM";"0";"31";"120";"89";"0";"0"
"11/21/2024 06.45 AM";"0";"98";"326";"228";"0";"0"
"11/21/2024 07.00 AM";"0";"97";"357";"261";"0";"0"
"11/21/2024 07.15 AM";"0";"29";"367";"339";"0";"0"
"11/21/2024 07.30 AM";"234";"32";"855";"589";"0";"0"
"11/21/2024 07.45 AM";"0";"100";"974";"874";"0";"0"
"11/21/2024 08.00 AM";"0";"96";"620";"524";"0";"0"
"11/21/2024 08.15 AM";"0";"29";"626";"597";"0";"0"
"11/21/2024 08.30 AM";"0";"34";"636";"601";"0";"0"
"11/21/2024 08.45 AM";"0";"101";"443";"342";"49";"49"
"11/21/2024 09.00 AM";"0";"97";"533";"436";"130";"130"
"11/21/2024 09.15 AM";"0";"91";"285";"194";"210";"210"
"11/21/2024 09.30 AM";"0";"2,070";"2,221";"151";"284";"284"
"11/21/2024 09.45 AM";"0";"2,472";"2,622";"150";"256";"256"
"11/21/2024 10.00 AM";"0";"5,581";"5,739";"159";"341";"341"
"11/21/2024 10.15 AM";"0";"5,877";"6,043";"166";"273";"273"
"11/21/2024 10.30 AM";"0";"6,113";"6,268";"155";"149";"149"
"11/21/2024 10.45 AM";"0";"5,911";"6,064";"153";"192";"192"
"11/21/2024 11.00 AM";"0";"92";"315";"223";"450";"450"
"11/21/2024 11.15 AM";"0";"1,027";"2,233";"1,206";"652";"652"
"11/21/2024 11.30 AM";"0";"2,698";"3,035";"337";"715";"715"
"11/21/2024 11.45 AM";"0";"5,257";"5,591";"334";"547";"547"
"11/21/2024 12.00 PM";"0";"3,960";"4,231";"271";"476";"476"
"11/21/2024 12.15 PM";"257";"150";"601";"194";"1,054";"1,054"
"11/21/2024 12.30 PM";"368";"2,125";"2,652";"159";"1,977";"1,977"
"11/21/2024 12.45 PM";"0";"6,194";"6,320";"126";"2,993";"2,993"
"11/21/2024 01.00 PM";"350";"896";"1,355";"108";"2,220";"2,220"
"11/21/2024 01.15 PM";"771";"99";"973";"104";"2,338";"2,338"
"11/21/2024 01.30 PM";"355";"2,040";"2,492";"97";"1,595";"1,595"
"11/21/2024 01.45 PM";"304";"2,230";"2,630";"96";"1,963";"1,963"
"11/21/2024 02.00 PM";"0";"5,824";"5,936";"112";"1,551";"1,551"
"11/21/2024 02.15 PM";"0";"5,679";"5,808";"129";"1,535";"1,535"
"11/21/2024 02.30 PM";"714";"92";"1,008";"201";"1,355";"1,355"
"11/21/2024 02.45 PM";"516";"94";"794";"184";"1,265";"1,265"
"11/21/2024 03.00 PM";"296";"1,233";"1,715";"186";"1,102";"1,102"
"11/21/2024 03.15 PM";"0";"5,050";"5,240";"191";"731";"731"
"11/21/2024 03.30 PM";"0";"3,357";"3,550";"193";"552";"552"
"11/21/2024 03.45 PM";"0";"89";"267";"177";"350";"350"
"11/21/2024 04.00 PM";"0";"119";"297";"177";"173";"173"
"11/21/2024 04.15 PM";"0";"1,795";"1,973";"178";"49";"49"
"11/21/2024 04.30 PM";"0";"3,520";"3,630";"110";"0";"0"
"11/21/2024 04.45 PM";"0";"5,139";"5,294";"155";"0";"0"
"11/21/2024 05.00 PM";"0";"2,884";"3,318";"434";"0";"0"
"11/21/2024 05.15 PM";"0";"90";"292";"202";"0";"0"
"11/21/2024 05.30 PM";"0";"1,186";"3,570";"2,384";"0";"0"
"11/21/2024 05.45 PM";"0";"4,989";"5,995";"1,006";"0";"0"
"11/21/2024 06.00 PM";"0";"5,337";"5,720";"383";"0";"0"
"11/21/2024 06.15 PM";"0";"92";"569";"476";"0";"0"
"11/21/2024 06.30 PM";"0";"96";"747";"651";"0";"0"
"11/21/2024 06.45 PM";"0";"2,044";"3,362";"1,318";"0";"0"
"11/21/2024 07.00 PM";"0";"5,530";"6,794";"1,264";"0";"0"
"11/21/2024 07.15 PM";"0";"4,694";"5,909";"1,215";"0";"0"
"11/21/2024 07.30 PM";"0";"93";"1,101";"1,008";"0";"0"
"11/21/2024 07.45 PM";"0";"106";"358";"252";"0";"0"
"11/21/2024 08.00 PM";"0";"1,284";"1,461";"177";"0";"0"
"11/21/2024 08.15 PM";"0";"5,046";"5,172";"126";"0";"0"
"11/21/2024 08.30 PM";"0";"4,288";"4,411";"123";"0";"0"
"11/21/2024 08.45 PM";"0";"3,986";"4,117";"132";"0";"0"
"11/21/2024 09.00 PM";"0";"5,983";"6,211";"228";"0";"0"
"11/21/2024 09.15 PM";"0";"6,028";"6,332";"304";"0";"0"
"11/21/2024 09.30 PM";"0";"6,111";"6,502";"391";"0";"0"
"11/21/2024 09.45 PM";"0";"2,070";"2,460";"391";"0";"0"
"11/21/2024 10.00 PM";"0";"89";"588";"499";"0";"0"
"11/21/2024 10.15 PM";"0";"136";"650";"514";"0";"0"
"11/21/2024 10.30 PM";"0";"2,020";"2,534";"514";"0";"0"
"11/21/2024 10.45 PM";"0";"2,347";"2,768";"421";"0";"0"
"11/21/2024 11.00 PM";"0";"5,769";"6,171";"402";"0";"0"
"11/21/2024 11.15 PM";"0";"6,013";"6,344";"331";"0";"0"
"11/21/2024 11.30 PM";"0";"3,922";"4,230";"309";"0";"0"
"11/21/2024 11.45 PM";"0";"92";"325";"233";"0";"0"
