sep=;
"Version";"4";;;
"Language";"en-US";;;
"Local export date";"29.12.2024 10:13:06";;;
"Export UTC date";"2024-12-29T09:13:06.450Z";;;
"Time zone";"Europe/Berlin";;;
"User name";"Name";;;
"Level";"System";;;
"System ID";"0815";;;
"System name";"0815_Name";;;
"";"";;;
"Time period";"Total consumption [kW]";"Base load [kW]";"Total generation [kW]";"PV generation [kW]"
"08/16/2024 12.15 AM";"0.23";"0.23";"0.00";"0.00"
"08/16/2024 12.30 AM";"0.27";"0.27";"0.00";"0.00"
"08/16/2024 12.45 AM";"0.17";"0.17";"0.00";"0.00"
"08/16/2024 01.00 AM";"0.11";"0.11";"0.00";"0.00"
"08/16/2024 01.15 AM";"0.15";"0.15";"0.00";"0.00"
"08/16/2024 01.30 AM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 01.45 AM";"0.15";"0.15";"0.00";"0.00"
"08/16/2024 02.00 AM";"0.11";"0.11";"0.00";"0.00"
"08/16/2024 02.15 AM";"0.16";"0.16";"0.00";"0.00"
"08/16/2024 02.30 AM";"0.22";"0.22";"0.00";"0.00"
"08/16/2024 02.45 AM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 03.00 AM";"0.24";"0.24";"0.00";"0.00"
"08/16/2024 03.15 AM";"0.28";"0.28";"0.00";"0.00"
"08/16/2024 03.30 AM";"0.23";"0.23";"0.00";"0.00"
"08/16/2024 03.45 AM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 04.00 AM";"0.24";"0.24";"0.00";"0.00"
"08/16/2024 04.15 AM";"0.28";"0.28";"0.00";"0.00"
"08/16/2024 04.30 AM";"0.22";"0.22";"0.00";"0.00"
"08/16/2024 04.45 AM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 05.00 AM";"0.24";"0.24";"0.00";"0.00"
"08/16/2024 05.15 AM";"0.24";"0.24";"0.00";"0.00"
"08/16/2024 05.30 AM";"0.14";"0.14";"0.00";"0.00"
"08/16/2024 05.45 AM";"0.11";"0.11";"0.00";"0.00"
"08/16/2024 06.00 AM";"0.16";"0.16";"0.00";"0.00"
"08/16/2024 06.15 AM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 06.30 AM";"0.14";"0.14";"0.03";"0.03"
"08/16/2024 06.45 AM";"0.11";"0.11";"0.20";"0.20"
"08/16/2024 07.00 AM";"0.20";"0.20";"0.39";"0.39"
"08/16/2024 07.15 AM";"0.28";"0.28";"0.98";"0.98"
"08/16/2024 07.30 AM";"0.22";"0.22";"1.82";"1.82"
"08/16/2024 07.45 AM";"0.19";"0.19";"2.36";"2.36"
"08/16/2024 08.00 AM";"0.24";"0.24";"2.59";"2.59"
"08/16/2024 08.15 AM";"0.21";"0.21";"3.26";"3.26"
"08/16/2024 08.30 AM";"0.18";"0.18";"3.23";"3.23"
"08/16/2024 08.45 AM";"0.24";"0.24";"4.04";"4.04"
"08/16/2024 09.00 AM";"0.20";"0.20";"4.38";"4.38"
"08/16/2024 09.15 AM";"0.17";"0.17";"4.80";"4.80"
"08/16/2024 09.30 AM";"0.23";"0.23";"4.77";"4.77"
"08/16/2024 09.45 AM";"0.15";"0.15";"5.29";"5.29"
"08/16/2024 10.00 AM";"0.10";"0.10";"5.91";"5.91"
"08/16/2024 10.15 AM";"0.17";"0.17";"4.17";"4.17"
"08/16/2024 10.30 AM";"0.12";"0.12";"4.06";"4.06"
"08/16/2024 10.45 AM";"0.10";"0.10";"4.84";"4.84"
"08/16/2024 11.00 AM";"3.16";"3.16";"5.91";"5.91"
"08/16/2024 11.15 AM";"3.28";"3.28";"7.46";"7.46"
"08/16/2024 11.30 AM";"3.33";"3.33";"7.77";"7.77"
"08/16/2024 11.45 AM";"3.45";"3.45";"8.18";"8.18"
"08/16/2024 12.00 PM";"3.34";"3.34";"9.43";"9.43"
"08/16/2024 12.15 PM";"3.33";"3.33";"8.59";"8.59"
"08/16/2024 12.30 PM";"3.46";"3.46";"6.13";"6.13"
"08/16/2024 12.45 PM";"3.27";"3.27";"4.33";"4.33"
"08/16/2024 01.00 PM";"3.39";"3.39";"8.12";"8.12"
"08/16/2024 01.15 PM";"3.44";"3.44";"7.43";"7.43"
"08/16/2024 01.30 PM";"3.27";"3.27";"6.28";"6.28"
"08/16/2024 01.45 PM";"3.34";"3.34";"8.73";"8.73"
"08/16/2024 02.00 PM";"3.50";"3.50";"7.96";"7.96"
"08/16/2024 02.15 PM";"3.30";"3.30";"4.71";"4.71"
"08/16/2024 02.30 PM";"3.35";"3.35";"7.54";"7.54"
"08/16/2024 02.45 PM";"3.37";"3.37";"4.91";"4.91"
"08/16/2024 03.00 PM";"3.32";"3.32";"5.64";"5.64"
"08/16/2024 03.15 PM";"3.26";"3.26";"6.04";"6.04"
"08/16/2024 03.30 PM";"3.33";"3.33";"4.71";"4.71"
"08/16/2024 03.45 PM";"3.33";"3.33";"4.67";"4.67"
"08/16/2024 04.00 PM";"3.29";"3.29";"8.42";"8.42"
"08/16/2024 04.15 PM";"2.76";"2.76";"4.96";"4.96"
"08/16/2024 04.30 PM";"0.21";"0.21";"2.88";"2.88"
"08/16/2024 04.45 PM";"0.14";"0.14";"3.66";"3.66"
"08/16/2024 05.00 PM";"0.26";"0.26";"5.93";"5.93"
"08/16/2024 05.15 PM";"0.19";"0.19";"6.79";"6.79"
"08/16/2024 05.30 PM";"0.17";"0.17";"6.36";"6.36"
"08/16/2024 05.45 PM";"0.25";"0.25";"6.15";"6.15"
"08/16/2024 06.00 PM";"0.18";"0.18";"5.90";"5.90"
"08/16/2024 06.15 PM";"0.18";"0.18";"5.51";"5.51"
"08/16/2024 06.30 PM";"0.26";"0.26";"5.02";"5.02"
"08/16/2024 06.45 PM";"0.18";"0.18";"3.43";"3.43"
"08/16/2024 07.00 PM";"0.19";"0.19";"4.02";"4.02"
"08/16/2024 07.15 PM";"0.27";"0.27";"3.46";"3.46"
"08/16/2024 07.30 PM";"0.15";"0.15";"2.77";"2.77"
"08/16/2024 07.45 PM";"0.13";"0.13";"0.94";"0.94"
"08/16/2024 08.00 PM";"0.20";"0.20";"0.36";"0.36"
"08/16/2024 08.15 PM";"0.12";"0.12";"0.21";"0.21"
"08/16/2024 08.30 PM";"0.12";"0.12";"0.08";"0.08"
"08/16/2024 08.45 PM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 09.00 PM";"0.11";"0.11";"0.00";"0.00"
"08/16/2024 09.15 PM";"0.17";"0.17";"0.00";"0.00"
"08/16/2024 09.30 PM";"0.29";"0.29";"0.00";"0.00"
"08/16/2024 09.45 PM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 10.00 PM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 10.15 PM";"0.27";"0.27";"0.00";"0.00"
"08/16/2024 10.30 PM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 10.45 PM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 11.00 PM";"0.27";"0.27";"0.00";"0.00"
"08/16/2024 11.15 PM";"0.19";"0.19";"0.00";"0.00"
"08/16/2024 11.30 PM";"0.20";"0.20";"0.00";"0.00"
"08/16/2024 11.45 PM";"0.27";"0.27";"0.00";"0.00"
"08/17/2024 12.00 AM";"0.19";"0.19";"0.00";"0.00"
"08/17/2024 12.15 AM";"0.17";"0.17";"0.00";"0.00"
